Loyalty Number,umap_x,umap_y,archetype
786255,5.4397936,-3.9903476,Crown Holders
717891,4.5336766,-3.5603642,Crown Holders
946070,6.592063,-4.4469028,Crown Holders
580554,6.09064,-4.243807,Crown Holders
891727,6.8281407,-4.3385844,Crown Holders
354547,5.79782,-4.2728453,Crown Holders
941683,4.7183022,-3.6150644,Crown Holders
412429,4.249125,-3.1272435,Crown Holders
912252,5.306057,-3.8477516,Crown Holders
628475,5.833991,-4.2716837,Crown Holders
733096,2.551242,-3.0601728,Crown Holders
776453,4.697157,-3.657974,Crown Holders
761613,6.109579,-4.2508116,Crown Holders
630711,5.252966,-3.8815105,Crown Holders
589101,3.846418,-2.9410892,Crown Holders
980338,3.8799887,-3.3383503,Crown Holders
828731,3.8485966,-3.3292406,Crown Holders
456367,3.727832,-2.8866692,Crown Holders
242304,6.556215,-4.3089075,Crown Holders
929913,5.48727,-3.911326,Crown Holders
709238,4.747295,-3.5908637,Crown Holders
606214,4.3418937,-3.2246814,Crown Holders
295327,6.0100684,-4.1016173,Crown Holders
419748,3.9008515,-3.2305157,Crown Holders
851981,4.349895,-3.2467222,Crown Holders
948693,6.0049763,-4.092294,Crown Holders
937228,5.537719,-4.0459642,Crown Holders
667634,5.4351764,-3.9190314,Crown Holders
840059,6.008876,-4.2905,Crown Holders
884522,4.323795,-3.2023997,Crown Holders
259110,7.0728283,-4.4474797,Crown Holders
470671,5.4664764,-3.931437,Crown Holders
189775,6.5961843,-4.1686845,Crown Holders
646189,5.0529866,-3.6946917,Crown Holders
283807,4.408139,-3.319629,Crown Holders
312630,2.6037138,-3.0397954,Crown Holders
515826,3.984031,-2.8852549,Crown Holders
725120,5.092199,-3.7272434,Crown Holders
887511,4.8503056,-3.4719932,Crown Holders
254230,5.5151854,-3.8942451,Crown Holders
439361,4.402867,-3.2716455,Crown Holders
362471,6.1701994,-3.9285917,Crown Holders
185830,4.784855,-3.4780111,Crown Holders
187318,5.1948867,-3.9290307,Crown Holders
389928,7.580541,-4.8501015,Crown Holders
444366,2.532956,-3.2747889,Crown Holders
939098,4.6170306,-3.2574587,Crown Holders
418793,3.802926,-2.8975961,Crown Holders
445496,4.3766255,-3.1606212,Crown Holders
773865,7.235009,-4.5874653,Crown Holders
329735,5.2839746,-3.7784946,Crown Holders
151327,6.098552,-4.167336,Crown Holders
347231,4.7895885,-3.429608,Crown Holders
835973,6.083648,-4.20551,Crown Holders
672904,6.9459896,-4.3492956,Crown Holders
841373,3.7108314,-2.9059792,Crown Holders
579931,4.2775693,-3.0375245,Crown Holders
157704,5.2520843,-3.8259642,Crown Holders
319052,6.126527,-4.1250844,Crown Holders
229265,5.3903966,-3.8221235,Crown Holders
618390,4.305688,-3.0614102,Crown Holders
277565,7.4806004,-4.7446866,Crown Holders
328116,5.337975,-3.7670507,Crown Holders
192994,6.015404,-4.0196557,Crown Holders
298671,4.5911126,-3.3972518,Crown Holders
301603,4.312685,-3.1062298,Crown Holders
307047,6.946719,-4.3041825,Crown Holders
847772,5.1255317,-3.660862,Crown Holders
683503,6.009379,-3.9272368,Crown Holders
220794,5.493377,-3.9608784,Crown Holders
655995,-7.7287197,2.7033854,Ghost Members
757416,-7.716665,2.686491,Ghost Members
826589,4.7164197,-3.3941102,Crown Holders
703104,2.5758953,-3.033085,Crown Holders
648586,4.25156,-3.2002323,Crown Holders
575833,4.56409,-3.2376852,Crown Holders
489279,6.1552095,-4.065733,Crown Holders
867757,4.5175138,-3.2298822,Crown Holders
652518,6.3499274,-3.9299588,Crown Holders
207001,7.614869,-4.8663483,Crown Holders
975846,5.7333393,-3.9233687,Crown Holders
198010,4.1660767,-2.8891814,Crown Holders
543285,2.5376122,-3.0412805,Crown Holders
432843,4.012165,-2.8242543,Crown Holders
263246,6.0077267,-4.1197977,Crown Holders
200519,7.8127127,-5.0501018,Crown Holders
788001,4.5615544,-3.2269163,Crown Holders
600712,2.4267955,-3.0910776,Crown Holders
738473,5.1040864,-3.570662,Crown Holders
256003,7.1333566,-4.453301,Crown Holders
881000,3.9498193,-2.847627,Crown Holders
889569,6.6253996,-4.0060825,Crown Holders
165742,5.051327,-3.5734177,Crown Holders
576074,3.8935268,-2.670271,Crown Holders
315235,6.0142703,-3.9017484,Crown Holders
426429,5.3096642,-3.721825,Crown Holders
436010,5.751467,-3.809069,Crown Holders
988638,4.5059433,-3.179138,Crown Holders
285335,6.336701,-3.8600678,Crown Holders
722003,4.0632586,-2.7090855,Crown Holders
770452,2.3887446,-3.0961308,Crown Holders
195960,5.510705,-3.7968872,Crown Holders
655957,5.4797044,-3.7524006,Crown Holders
257417,5.6564193,-3.885229,Crown Holders
953198,5.3157306,-3.6942837,Crown Holders
728228,4.660569,-3.271201,Crown Holders
863459,5.0757475,-3.4712617,Crown Holders
460894,6.4564915,-3.940312,Crown Holders
486909,5.4267793,-3.7230377,Crown Holders
160740,4.0213075,-2.6414313,Crown Holders
573681,5.106223,-3.4468355,Crown Holders
981195,4.5549335,-3.2011268,Crown Holders
333064,4.4735155,-3.1617463,Crown Holders
426223,4.6504073,-3.2591896,Crown Holders
545410,6.2012477,-3.8012595,Crown Holders
990218,3.0020554,-2.952166,Crown Holders
614000,6.3136554,-3.8923903,Crown Holders
721406,2.6640072,-3.004469,Crown Holders
302258,6.670118,-4.0151176,Crown Holders
101487,6.6963954,-3.8491483,Crown Holders
286636,6.205452,-4.115176,Crown Holders
555118,4.5247917,-3.1331708,Crown Holders
874267,4.5084925,-3.074376,Crown Holders
182235,4.491653,-3.067701,Crown Holders
697393,5.3247185,-3.5311115,Crown Holders
829316,-7.717476,2.6778414,Ghost Members
886439,6.5123467,-3.9114952,Crown Holders
161338,5.500794,-3.6891153,Crown Holders
728302,5.2573133,-3.808784,Crown Holders
116999,4.0682664,-2.6615908,Crown Holders
631854,4.9098225,-3.3159194,Crown Holders
969938,4.000007,-2.6740746,Crown Holders
290564,2.268106,-3.6016989,Crown Holders
999524,5.0027847,-3.3979838,Crown Holders
111573,5.073439,-3.3824642,Crown Holders
975477,4.5488515,-3.1401596,Crown Holders
581513,2.7623746,-2.976179,Crown Holders
145322,6.101004,-3.7708104,Crown Holders
243005,6.331371,-3.7612848,Crown Holders
306400,2.8282363,-2.9627664,Crown Holders
823590,4.4073873,-2.8646033,Crown Holders
121139,4.873906,-3.3073707,Crown Holders
307623,6.691402,-3.9342256,Crown Holders
331697,6.421934,-3.8000672,Crown Holders
719736,4.8590345,-3.2684019,Crown Holders
905787,3.9905596,-2.5889757,Crown Holders
536794,2.749442,-2.9639056,Crown Holders
665679,2.6922917,-3.0186718,Crown Holders
340927,4.0838337,-2.5924897,Crown Holders
218917,4.3617597,-2.809585,Crown Holders
739808,5.5632954,-3.3726442,Crown Holders
855635,6.226619,-3.691993,Crown Holders
645145,5.3821735,-3.3165483,Crown Holders
681399,4.1997147,-2.6912997,Crown Holders
211058,4.697268,-3.1676636,Crown Holders
104673,4.9864593,-3.1906092,Crown Holders
209994,4.6001506,-3.0774333,Crown Holders
611084,3.152737,-2.8956187,Crown Holders
200708,6.2400417,-3.643328,Crown Holders
907252,4.5159245,-2.9353936,Crown Holders
893040,4.4766164,-2.96828,Crown Holders
377464,4.3272033,-2.6114686,Crown Holders
462701,5.1637588,-3.1957695,Crown Holders
445251,4.713435,-3.0502846,Crown Holders
772484,4.118984,-2.586059,Crown Holders
182543,4.5960975,-3.0317903,Crown Holders
968225,5.5400195,-3.2753038,Crown Holders
886876,4.0843024,-2.56187,Crown Holders
368027,4.369231,-2.6121864,Crown Holders
257506,4.510953,-3.065755,Crown Holders
299464,5.1499515,-3.242215,Crown Holders
117053,4.5255227,-3.0447705,Crown Holders
136106,4.9215817,-3.1654842,Crown Holders
545127,4.2858267,-2.6181364,Crown Holders
128975,4.6961756,-3.105554,Crown Holders
866403,6.0989823,-3.4809353,Crown Holders
742009,6.3124695,-3.5580442,Crown Holders
356613,6.255862,-3.5603504,Crown Holders
967637,4.3181114,-2.647975,Crown Holders
445704,4.54921,-3.006868,Crown Holders
332027,4.9438605,-3.094317,Crown Holders
225363,4.142159,-2.548932,Crown Holders
571180,4.357936,-2.6285477,Crown Holders
619537,4.6828427,-3.0561624,Crown Holders
780298,4.137757,-2.5146174,Crown Holders
487486,4.350874,-2.6073973,Crown Holders
807769,4.624663,-3.0413156,Crown Holders
287266,6.5463552,-3.662655,Crown Holders
738096,4.9926105,-3.091548,Crown Holders
703109,6.6585903,-3.796227,Crown Holders
380843,4.376413,-2.596674,Crown Holders
633640,6.6656275,-3.6917477,Crown Holders
194886,5.5715837,-3.2223196,Crown Holders
768415,5.6736927,-3.1505623,Crown Holders
485795,6.6401973,-3.6551962,Crown Holders
308362,5.4437814,-3.1086507,Crown Holders
350692,6.273378,-3.4295638,Crown Holders
850359,5.2263045,-3.011347,Crown Holders
366500,4.1375484,-2.4773855,Crown Holders
456632,6.237691,-3.4475582,Crown Holders
459517,5.5245514,-3.1185741,Crown Holders
708807,5.546234,-3.1108122,Crown Holders
474846,6.5591345,-3.5539584,Crown Holders
612186,4.8000774,-2.9130738,Crown Holders
828232,4.2814116,-2.442376,Crown Holders
130077,4.748893,-3.0558515,Crown Holders
695978,5.392705,-3.031448,Crown Holders
488044,5.555423,-3.1102042,Crown Holders
998085,5.2487817,-3.0606,Crown Holders
916880,4.414177,-2.5031955,Crown Holders
328111,5.6905246,-3.1329622,Crown Holders
928922,6.2482734,-3.3359637,Crown Holders
112863,5.555804,-3.1690066,Crown Holders
497784,4.699401,-2.9371326,Crown Holders
651694,6.280407,-3.357453,Crown Holders
112142,7.0662947,-4.0781426,Crown Holders
219555,4.2363434,-2.3950782,Crown Holders
487727,4.1647644,-2.5179384,Crown Holders
493819,4.4915485,-2.4450011,Crown Holders
746296,6.3902392,-3.472103,Crown Holders
709982,5.2637444,-3.0122886,Crown Holders
520660,5.4313555,-2.898498,Crown Holders
855530,4.4428434,-2.4561203,Crown Holders
513123,4.835966,-2.95628,Crown Holders
973728,5.275014,-2.909936,Crown Holders
504919,6.1047506,-3.142775,Crown Holders
263069,5.295728,-2.9773915,Crown Holders
659731,-7.7205772,2.680574,Ghost Members
729084,6.3752923,-3.4118724,Crown Holders
188136,2.8065777,-2.9079235,Crown Holders
935161,5.6734724,-2.9824755,Crown Holders
577360,6.3336186,-3.4088032,Crown Holders
197890,5.313972,-2.930576,Crown Holders
984429,5.6236796,-2.9782908,Crown Holders
615411,6.6948996,-3.560348,Crown Holders
843665,4.4873405,-2.3134155,Crown Holders
732813,6.2487254,-3.3028831,Crown Holders
460272,4.3505096,-2.2127414,Crown Holders
740763,4.446083,-2.4015186,Crown Holders
894448,6.290879,-3.2320888,Crown Holders
881749,6.6385546,-3.5635664,Crown Holders
199478,4.402079,-2.4237564,Crown Holders
350979,5.7183213,-2.9139311,Crown Holders
572663,4.608269,-2.2690663,Crown Holders
212350,5.3270392,-2.90466,Crown Holders
352501,6.4230914,-3.328043,Crown Holders
328623,6.7569494,-3.566789,Crown Holders
634900,6.342255,-3.3129525,Crown Holders
824712,5.7445264,-2.8760107,Crown Holders
115705,6.1511617,-3.0358505,Crown Holders
135421,5.7384777,-2.907672,Crown Holders
396471,5.471058,-2.732039,Crown Holders
505798,4.70303,-2.1899617,Crown Holders
252271,5.6059937,-2.8711236,Crown Holders
824163,4.7434587,-2.2597952,Crown Holders
757834,5.5738053,-2.8347712,Crown Holders
244398,4.6327987,-2.3366716,Crown Holders
868154,5.4751477,-2.8566086,Crown Holders
107037,4.7603827,-2.2124214,Crown Holders
219160,-7.7192645,2.6758888,Ghost Members
448273,4.4099846,-2.283537,Crown Holders
731286,-7.71543,2.6865978,Ghost Members
546177,4.692681,-2.286567,Crown Holders
937911,4.7812843,-2.1872807,Crown Holders
472692,5.231748,-2.433425,Crown Holders
566951,5.095373,-2.177014,Crown Holders
716548,5.5131187,-2.7028103,Crown Holders
936273,6.4402246,-3.2724006,Crown Holders
424216,4.5436196,-2.082174,Crown Holders
962989,4.781415,-2.1653047,Crown Holders
823998,4.493672,-2.300689,Crown Holders
494515,4.574872,-1.9869503,Crown Holders
968497,4.5793657,-2.2377205,Crown Holders
793384,5.997807,-2.7129662,Crown Holders
430197,5.0806623,-2.183747,Crown Holders
447387,6.433315,-3.253016,Crown Holders
447675,6.1130404,-2.7308412,Crown Holders
675956,5.9892154,-2.6109197,Crown Holders
396920,5.407455,-2.3316827,Crown Holders
319947,5.505303,-2.3903224,Crown Holders
276037,6.6364746,-3.3385627,Crown Holders
758840,4.790493,-2.1311915,Crown Holders
166846,6.6812005,-3.3898656,Crown Holders
314372,5.4760036,-2.403044,Crown Holders
727573,5.053581,-2.0846002,Crown Holders
153395,6.366485,-3.0398822,Crown Holders
522677,5.474974,-2.269438,Crown Holders
184678,5.357888,-2.1539888,Crown Holders
449555,4.764244,-1.9482627,Crown Holders
528226,6.092068,-2.6520915,Crown Holders
644265,5.250197,-2.2982607,Crown Holders
953614,4.7379756,-1.9175023,Crown Holders
390880,4.8087697,-2.013272,Crown Holders
676877,5.92349,-2.503053,Crown Holders
282678,6.029853,-2.6093056,Crown Holders
815850,5.1430197,-2.1318932,Crown Holders
828182,6.654898,-3.3233798,Crown Holders
687262,5.03235,-2.0881906,Crown Holders
472373,5.036932,-2.0883064,Crown Holders
131253,5.9873233,-2.5345235,Crown Holders
376484,4.715012,-1.8593949,Crown Holders
684305,4.851449,-2.0448258,Crown Holders
278164,6.172644,-2.6597872,Crown Holders
652431,-7.7162833,2.6812835,Ghost Members
277375,5.030631,-2.0956898,Crown Holders
678925,4.74542,-1.8066009,Crown Holders
703507,5.899801,-2.4319828,Crown Holders
400802,4.8119984,-1.8401212,Crown Holders
640831,4.970085,-2.0316315,Crown Holders
670002,5.109278,-2.032807,Crown Holders
550434,5.0861187,-2.0313144,Crown Holders
492505,5.4394617,-2.1553712,Crown Holders
548037,5.5802345,-2.227193,Crown Holders
569940,5.5966353,-2.20023,Crown Holders
987530,4.8347287,-1.8818474,Crown Holders
396155,5.859553,-2.2751706,Crown Holders
605134,5.070832,-2.1038218,Crown Holders
137850,5.0993423,-2.014106,Crown Holders
661411,5.343084,-2.0646207,Crown Holders
711565,4.8832326,-1.9094024,Crown Holders
241677,5.2275887,-2.039022,Crown Holders
825484,5.759321,-2.2824514,Crown Holders
905806,5.4747553,-2.1503491,Crown Holders
197086,4.8375683,-1.811532,Crown Holders
409051,5.408587,-2.1210997,Crown Holders
590280,5.3428817,-2.0452466,Crown Holders
737842,6.096411,-2.437584,Crown Holders
430097,5.6422234,-2.170521,Crown Holders
432366,5.024917,-1.9044514,Crown Holders
175169,4.828636,-1.787552,Crown Holders
406411,6.676022,-3.308767,Crown Holders
258166,5.363062,-2.0495589,Crown Holders
357298,6.1926713,-2.4712777,Crown Holders
730214,4.856392,-1.8924407,Crown Holders
811333,5.630268,-2.1445994,Crown Holders
157751,5.263263,-1.9706291,Crown Holders
789149,6.0554442,-2.3019433,Crown Holders
540112,5.9075594,-2.1996372,Crown Holders
823113,4.87645,-1.6983649,Crown Holders
467222,5.5234694,-2.0876343,Crown Holders
204424,4.957196,-1.8098681,Crown Holders
477219,5.604093,-2.0042791,Crown Holders
106757,5.1974196,-1.9298986,Crown Holders
210755,5.906773,-2.1574593,Crown Holders
476648,6.680345,-3.3523943,Crown Holders
676669,4.948037,-1.8159207,Crown Holders
922815,6.663738,-3.2811007,Crown Holders
947026,5.918238,-2.1717548,Crown Holders
234807,5.119824,-1.8126307,Crown Holders
715271,5.8643365,-2.1508942,Crown Holders
496329,5.9502707,-2.1279576,Crown Holders
259446,4.903712,-1.6472628,Crown Holders
695987,4.861276,-1.6363305,Crown Holders
414433,4.9755535,-1.6341115,Crown Holders
885763,5.2200336,-1.8069348,Crown Holders
488647,4.880499,-1.6443169,Crown Holders
686232,5.0650134,-1.6755728,Crown Holders
835240,5.0036407,-1.7417865,Crown Holders
916269,5.334169,-1.9527371,Crown Holders
519419,5.5311294,-1.9695537,Crown Holders
671115,6.58152,-3.1030378,Crown Holders
471000,5.0204573,-1.7317955,Crown Holders
677404,5.2539053,-1.7656263,Crown Holders
772194,5.336077,-1.9372414,Crown Holders
869804,5.5611987,-1.9571966,Crown Holders
983440,-7.7171693,2.6845145,Ghost Members
851901,6.6429143,-3.2496543,Crown Holders
337148,5.2955694,-1.924618,Crown Holders
248265,5.8536296,-2.054366,Crown Holders
822995,6.1634765,-2.214141,Crown Holders
219779,4.952742,-1.6093261,Crown Holders
205697,4.8888474,-1.6466112,Crown Holders
827215,5.524811,-1.9544983,Crown Holders
411420,5.9474983,-2.0935707,Crown Holders
179153,6.0024576,-2.0530136,Crown Holders
602931,5.136625,-1.7702773,Crown Holders
346560,5.1648326,-1.7019366,Crown Holders
277855,5.874093,-2.0930858,Crown Holders
863219,6.07434,-2.096255,Crown Holders
524055,5.635565,-1.9030293,Crown Holders
859516,5.5109267,-1.8579654,Crown Holders
737534,6.154221,-2.1451664,Crown Holders
677217,6.092075,-2.0805373,Crown Holders
600432,5.641363,-1.940081,Crown Holders
705020,5.9820914,-2.052459,Crown Holders
194722,5.583574,-1.857009,Crown Holders
225486,5.855485,-1.9999877,Crown Holders
885871,5.1886005,-1.5613506,Crown Holders
670751,6.0762825,-2.0580275,Crown Holders
796900,4.9491835,-1.5947982,Crown Holders
823567,4.8796825,-1.6469932,Crown Holders
921777,5.0775404,-1.5434445,Crown Holders
107993,5.002121,-1.5742682,Crown Holders
412186,6.1840687,-2.1441588,Crown Holders
670131,5.9978075,-2.0110097,Crown Holders
143151,5.6685514,-1.8801541,Crown Holders
955750,5.1924086,-1.6405321,Crown Holders
577398,5.993575,-2.0057766,Crown Holders
736685,6.0023932,-1.9878706,Crown Holders
398965,5.5400014,-1.7932076,Crown Holders
410202,5.194384,-1.5272821,Crown Holders
555745,5.6874504,-1.8660216,Crown Holders
977550,5.346302,-1.6555012,Crown Holders
448812,5.5590887,-1.7391737,Crown Holders
636213,5.54966,-1.7692312,Crown Holders
864128,5.556617,-1.7664646,Crown Holders
424098,5.9948497,-1.9184984,Crown Holders
740083,5.0160365,-1.535978,Crown Holders
292384,5.9659023,-1.8705859,Crown Holders
596911,5.678825,-1.7473315,Crown Holders
636749,6.07229,-1.9414744,Crown Holders
681032,5.2367496,-1.4972237,Crown Holders
896095,5.1352606,-1.4708045,Crown Holders
963067,5.373727,-1.4838377,Crown Holders
348994,5.9405,-1.7795453,Crown Holders
376725,5.2025256,-1.4970964,Crown Holders
324997,5.892512,-1.6687477,Crown Holders
160905,5.992097,-1.8183094,Crown Holders
365557,5.89197,-1.6736965,Crown Holders
321027,5.828974,-1.6263733,Crown Holders
113779,6.1286364,-1.8987821,Crown Holders
624881,5.113409,-1.4530518,Crown Holders
282259,5.657907,-1.5738235,Crown Holders
399943,5.9933453,-1.7908869,Crown Holders
763406,6.169493,-1.9584534,Crown Holders
280822,5.272802,-1.4124227,Crown Holders
572073,5.4177995,-1.4703633,Crown Holders
683901,6.0645804,-1.7978458,Crown Holders
790008,5.3680673,-1.3548669,Crown Holders
699281,5.103985,-1.433449,Crown Holders
953693,5.332375,-1.3691682,Crown Holders
150301,5.7855463,-1.5159111,Crown Holders
268414,5.390015,-1.340965,Crown Holders
643669,5.589465,-1.4617734,Crown Holders
267306,5.903039,-1.6323456,Crown Holders
846313,5.8380136,-1.5614053,Crown Holders
266640,5.322066,-1.3376913,Crown Holders
649194,5.92546,-1.5507668,Crown Holders
450665,5.8503404,-1.558629,Crown Holders
574688,-7.7092733,2.680265,Ghost Members
999513,5.8927174,-1.6225682,Crown Holders
116735,5.4310713,-1.268428,Crown Holders
247551,6.1625924,-1.8587277,Crown Holders
675409,6.0269723,-1.683253,Crown Holders
144615,5.4398365,-1.2755768,Crown Holders
933187,5.8119984,-1.4323032,Crown Holders
239476,5.7066607,-1.3854004,Crown Holders
717229,5.714309,-1.4607848,Crown Holders
996900,6.1133866,-1.6667976,Crown Holders
260000,5.384323,-1.2279851,Crown Holders
615131,5.4621334,-1.2858436,Crown Holders
206925,5.5268154,-1.2648765,Crown Holders
644865,5.2741365,-1.2983755,Crown Holders
821918,5.940292,-1.4295094,Crown Holders
972129,5.826194,-1.3178521,Crown Holders
149348,5.812134,-1.3659807,Crown Holders
602585,5.47594,-1.2614623,Crown Holders
960441,5.4434223,-1.2080394,Crown Holders
709724,5.8673577,-1.301,Crown Holders
740063,5.99423,-1.3761907,Crown Holders
961965,5.5203853,-1.2190281,Crown Holders
651377,6.0953846,-1.4628237,Crown Holders
680738,5.5223074,-1.2228698,Crown Holders
108430,5.8906326,-1.2696437,Crown Holders
776443,5.443408,-1.1582626,Crown Holders
398839,6.0405545,-1.355422,Crown Holders
187838,5.495951,-1.0727069,Crown Holders
530880,6.074304,-1.3550202,Crown Holders
904397,5.6284184,-1.2104204,Crown Holders
939399,5.4863863,-1.1146853,Crown Holders
300371,5.985851,-1.2513856,Crown Holders
499874,7.7506127,-4.920579,Crown Holders
532997,5.988982,-1.2242591,Crown Holders
103969,5.898878,-1.1636119,Crown Holders
173673,5.5462537,-1.1010542,Crown Holders
183129,5.5109234,-1.0987486,Crown Holders
525612,5.56305,-1.0120866,Crown Holders
103151,5.8352656,-1.0792415,Crown Holders
171350,5.8681293,-1.1216307,Crown Holders
944636,5.934057,-1.0998694,Crown Holders
224178,-7.703352,2.6771262,Ghost Members
212301,5.8987594,-1.1226921,Crown Holders
798533,6.060798,-1.2224869,Crown Holders
905854,5.9468,-1.0440588,Crown Holders
571992,5.9402475,-1.0530311,Crown Holders
974875,6.1001673,-1.3428737,Crown Holders
255320,6.1276875,-1.3994902,Crown Holders
688132,-7.7048755,2.678747,Ghost Members
498028,5.522887,-1.0482198,Crown Holders
339880,5.961133,-1.0257485,Crown Holders
181184,5.9492655,-1.0042719,Crown Holders
401824,5.9544234,-1.0006834,Crown Holders
759551,5.9463325,-0.9441649,Crown Holders
512471,5.919547,-0.988705,Crown Holders
834576,6.0137463,-0.92742497,Crown Holders
578998,5.9838386,-0.95194477,Crown Holders
863262,5.9959226,-0.98069715,Crown Holders
380001,5.998723,-0.9832115,Crown Holders
648455,6.000548,-0.96962124,Crown Holders
545534,5.766292,-0.90339047,Crown Holders
923527,6.0090623,-0.9783282,Crown Holders
491481,5.661431,-0.91949975,Crown Holders
309041,5.9743977,-0.966935,Crown Holders
187077,5.620259,-0.9525602,Crown Holders
939571,5.621032,-0.9384558,Crown Holders
302827,-7.7067513,2.6755817,Ghost Members
168290,6.013866,-0.8808531,Crown Holders
491907,5.677328,-0.9052435,Crown Holders
447771,5.6342773,-0.9220781,Crown Holders
849510,5.926201,-0.8100696,Crown Holders
687533,6.0294843,-0.90812975,Crown Holders
767971,-7.705457,2.673464,Ghost Members
225746,6.0088263,-0.868123,Crown Holders
379562,5.983076,-0.8141291,Crown Holders
343139,5.838057,-0.8024274,Crown Holders
345765,5.9896393,-0.84611833,Crown Holders
123525,6.0253315,-0.84212625,Crown Holders
175528,5.897112,-0.7987896,Crown Holders
374967,6.0190735,-0.8662166,Crown Holders
607565,5.9675465,-0.8163104,Crown Holders
749430,5.7654986,-0.82339215,Crown Holders
902966,5.963863,-0.81662107,Crown Holders
190524,5.9808297,-0.81758654,Crown Holders
625033,5.804192,-0.7902583,Crown Holders
643300,5.8093715,-0.816965,Crown Holders
309456,5.8656397,-0.7930139,Crown Holders
923959,5.9391336,-0.811045,Crown Holders
651097,5.9136257,-0.80288416,Crown Holders
570299,5.8402762,-0.7926339,Crown Holders
258296,5.9423914,-0.7948674,Crown Holders
710029,5.8521686,-0.78149235,Crown Holders
746031,5.9344277,-0.81151915,Crown Holders
566374,5.860256,-0.73811984,Crown Holders
977244,5.883428,-0.7702418,Crown Holders
219139,5.858645,-0.77734977,Crown Holders
592992,5.890249,-0.7533365,Crown Holders
838263,-7.6942425,2.655648,Ghost Members
433172,6.560161,13.7903595,Silent Investors
697356,3.192967,5.2837887,Silent Investors
225318,5.2639284,13.647022,Silent Investors
926083,2.5316932,7.5250773,Silent Investors
240044,3.7810438,12.281539,Silent Investors
586944,5.7281084,13.69757,Silent Investors
946771,5.6873126,13.658341,Silent Investors
994044,2.0589716,6.195064,Silent Investors
262422,3.6955993,12.464848,Silent Investors
864485,5.7174397,13.649268,Silent Investors
571942,2.5404084,10.965827,Silent Investors
298853,2.4790561,11.00445,Silent Investors
336882,7.6385193,13.306185,Silent Investors
343547,2.6761231,7.463104,Silent Investors
434922,3.4444385,12.644301,Silent Investors
302921,2.9090497,7.633672,Silent Investors
973897,2.2596242,6.6102753,Silent Investors
291148,2.3914485,11.131176,Silent Investors
302804,2.6686969,7.5232954,Silent Investors
332780,3.1578002,6.6158695,Silent Investors
758432,4.354208,12.886434,Silent Investors
203745,2.571726,9.986104,Silent Investors
156138,1.3902559,7.954623,Silent Investors
373950,2.5139687,11.026981,Silent Investors
326699,2.5269482,5.7488008,Silent Investors
823663,-4.8680763,1.8895335,Ghost Members
854812,7.113897,13.684838,Silent Investors
890232,3.2509866,5.3166456,Silent Investors
346205,2.3289971,9.537176,Silent Investors
915948,2.457798,7.744884,Silent Investors
479015,2.1562734,8.835278,Silent Investors
659251,2.9571252,11.2675495,Silent Investors
949829,6.7791524,13.711966,Silent Investors
426536,4.3084188,12.976839,Silent Investors
621695,6.1744313,13.843233,Silent Investors
370090,2.4341526,7.4884944,Silent Investors
653636,2.176191,8.879827,Silent Investors
663514,3.755508,12.461671,Silent Investors
260726,2.374767,6.185464,Silent Investors
405339,2.1860685,8.859978,Silent Investors
614373,4.730427,13.572373,Silent Investors
724272,2.5011241,9.485265,Silent Investors
628596,2.1787517,8.82243,Silent Investors
172345,2.3109684,6.088925,Silent Investors
860684,6.165589,13.849258,Silent Investors
653539,4.327422,12.928209,Silent Investors
150134,1.6425468,9.826319,Silent Investors
316527,6.596362,13.794356,Silent Investors
123697,1.0563078,8.669209,Silent Investors
467151,3.7334323,12.408571,Silent Investors
613195,1.3830633,7.9585204,Silent Investors
173873,7.5744348,13.417841,Silent Investors
606852,2.23832,8.205747,Silent Investors
971637,3.3038366,6.2282615,Silent Investors
746772,2.5172875,7.779121,Silent Investors
454750,1.5801247,6.749435,Silent Investors
141139,7.122061,13.681871,Silent Investors
840882,1.5399429,6.709435,Silent Investors
437262,-4.8636546,1.8932222,Ghost Members
825315,2.4789805,9.981757,Silent Investors
760061,2.5457547,11.164747,Silent Investors
127289,2.66599,7.5046253,Silent Investors
537124,3.7516901,12.433066,Silent Investors
849884,1.9636406,9.5716505,Silent Investors
523246,3.0587673,6.8169084,Silent Investors
859972,4.7180343,13.534136,Silent Investors
833783,4.3958316,12.884665,Silent Investors
196583,4.7021766,13.432763,Silent Investors
735627,2.4994488,11.023674,Silent Investors
549537,4.7807627,13.348118,Silent Investors
461353,2.3937657,10.071906,Silent Investors
920321,1.4778067,7.389361,Silent Investors
185129,2.1626215,10.151871,Silent Investors
891097,2.6999083,7.366116,Silent Investors
443130,2.9671905,7.1327214,Silent Investors
607480,3.0373666,6.570301,Silent Investors
365421,3.0806081,5.2846932,Silent Investors
369943,1.3820759,7.957468,Silent Investors
727497,2.9105291,5.3313093,Silent Investors
688691,6.1639276,13.845621,Silent Investors
302134,2.3948858,7.7657733,Silent Investors
767494,-4.8688345,1.8891065,Ghost Members
637765,2.7123046,6.5643644,Silent Investors
695076,2.019664,7.4547367,Silent Investors
456167,2.0530574,7.236745,Silent Investors
488303,2.1320486,6.256593,Silent Investors
895537,2.6002195,9.447339,Silent Investors
529415,2.9130461,11.688577,Silent Investors
591547,1.5636747,7.944113,Silent Investors
142224,2.8884034,5.3613462,Silent Investors
106689,3.475527,6.093975,Silent Investors
410341,6.8129535,13.736823,Silent Investors
948825,6.149791,13.810409,Silent Investors
