Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,FlightInactivity,RedemptionDormancy,RawSlope,NormalizedMomentum,BDS,Class,Churned,churn_prob,churn_prediction,churn_risk_tier,churn_prediction_conservative,months_since_last_flight,flights_last_12m,redemption_rate,loyalty_card_ordinal,tenure_months,cluster_id,archetype,umap_x,umap_y
149348,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Aurora,28824.06,Standard,2014,3,,,0.0,0.3636363636363636,288.8181818181818,0.6586138782098936,0.211506745627941,0,0,0.0070202462,0,Low,0,0,18,0.0187469679118442,3,44,2,Crown Holders,5.812134,-1.3659807
602585,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,78531.0,Single,Aurora,29232.69,Standard,2012,9,,,0.0909090909090909,1.0,177.8181818181818,0.6067458210318388,0.4543398900540847,0,0,0.012718192,0,Low,0,1,14,0.0,3,62,2,Crown Holders,5.47594,-1.2614623
960441,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,29577.28,Standard,2013,10,,,0.0909090909090909,0.5454545454545454,215.9454545454545,0.624561925192753,0.312631422442174,0,0,0.006743441,0,Low,0,1,12,0.020660924393402,3,49,2,Crown Holders,5.4434223,-1.2080394
709724,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Aurora,29589.94,Standard,2014,9,,,0.0909090909090909,0.0909090909090909,108.94545454545457,0.5745629871922857,0.1912674674786779,0,0,0.00065025885,0,Low,0,1,19,0.0317749670471436,3,38,2,Crown Holders,5.8673577,-1.301
740063,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,56780.0,Single,Aurora,29676.81,Standard,2015,1,,,0.1818181818181818,1.0,-2.3,0.5225802340646971,0.5159532025078636,0,0,0.024460973,0,Low,0,2,22,0.0,3,34,2,Crown Holders,5.99423,-1.3761907
961965,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Divorced,Aurora,29830.39,Standard,2016,9,,,0.0,0.1818181818181818,-64.28181818181818,0.4936173828083516,0.206460239702949,0,0,0.014551039,0,Low,0,0,14,0.023549445528928,3,14,2,Crown Holders,5.5203853,-1.2190281
651377,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,67375.0,Married,Aurora,29973.42,Standard,2012,10,,,0.0,1.0,478.2363636363637,0.7471251672649265,0.375862449820522,0,0,0.00074217643,0,Low,0,0,26,0.0,3,61,2,Crown Holders,6.0953846,-1.4628237
680738,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67219.0,Married,Aurora,30061.69,Standard,2016,11,,,0.0,1.0,-199.73636363636365,0.4303222106582273,0.4709033368025317,0,0,0.028514642,0,Low,0,0,14,0.0,3,12,2,Crown Holders,5.5223074,-1.2228698
108430,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,49927.0,Married,Aurora,30081.37,Standard,2013,7,,,0.0,0.9090909090909092,-328.22727272727275,0.3702810050763578,0.4616429712043653,0,0,0.008521779,0,Low,0,0,19,0.0095940752377479,3,52,2,Crown Holders,5.8906326,-1.2696437
776443,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Aurora,30141.62,Standard,2012,11,,,0.4545454545454545,1.0,-179.64545454545456,0.439710286527474,0.6499050958599396,1,1,0.9987232,1,High,1,5,10,0.0,3,60,2,Crown Holders,5.443408,-1.1582626
398839,Canada,Quebec,Quebec City,G1B 3L5,Male,Doctor,269631.0,Divorced,Aurora,30286.69,Standard,2015,4,,,0.0,1.0,-361.0090909090909,0.3549627238164016,0.4935111828550795,0,0,0.040105555,0,Low,0,0,23,0.0,3,31,2,Crown Holders,6.0405545,-1.355422
187838,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Master,74124.0,Married,Aurora,30591.61,Standard,2017,3,,,0.0,0.1818181818181818,175.23636363636365,0.6055393895626686,0.1728836376766539,0,0,0.025134195,0,Low,0,0,8,0.0870920124651467,3,8,2,Crown Holders,5.495951,-1.0727069
530880,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,62112.0,Single,Aurora,30763.26,Standard,2013,10,,,0.0,0.0,121.65454545454546,0.5805016885792571,0.1258494934262228,0,0,0.0006041765,0,Low,0,0,25,0.0282850832403163,3,49,2,Crown Holders,6.074304,-1.3550202
904397,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,243236.0,Married,Aurora,30850.59,Standard,2017,4,2018.0,5.0,0.0,0.5454545454545454,278.54545454545456,0.6538136403219983,0.2674922715397641,2,1,0.007192892,0,Low,0,0,15,0.0456825630392615,3,7,2,Crown Holders,5.6284184,-1.2104204
939399,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,83036.0,Married,Aurora,30859.36,Standard,2014,6,,,0.0909090909090909,0.7272727272727273,-15.054545454545456,0.5166202926870713,0.3995593667393331,0,0,0.08106466,0,Low,0,1,11,0.0275400553374943,3,41,2,Crown Holders,5.4863863,-1.1146853
300371,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74099.0,Divorced,Aurora,30909.22,Standard,2014,11,,,0.0,1.0,145.0,0.5914105477793591,0.4225768356661922,0,0,0.025115514,0,Low,0,0,21,0.0,3,36,2,Crown Holders,5.985851,-1.2513856
499874,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,97976.0,Married,Aurora,31269.27,Standard,2015,4,,,0.0,0.6363636363636364,160.02727272727273,0.598432488689705,0.3113793443021794,0,0,0.014066285,0,Low,0,0,53,0.0058215601781277,3,31,2,Crown Holders,7.7506127,-4.920579
532997,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,63022.0,Married,Aurora,31316.61,Standard,2016,7,,,0.0,1.0,-8.590909090909092,0.5196406193581276,0.4441078141925617,0,0,0.0049178484,0,Low,0,0,20,0.0,3,16,2,Crown Holders,5.988982,-1.2242591
103969,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,52405.0,Married,Aurora,31410.93,Standard,2015,4,,,0.1818181818181818,0.1818181818181818,-171.6,0.4434697648733035,0.2942317978107363,0,0,0.005738451,0,Low,0,2,18,0.0264858339842363,3,31,2,Crown Holders,5.898878,-1.1636119
173673,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Married,Aurora,31516.51,Standard,2016,6,,,0.0,0.4545454545454545,-151.55454545454546,0.4528366007518957,0.3005126561380676,0,0,0.039139513,0,Low,0,0,12,0.0620839559842412,3,17,2,Crown Holders,5.5462537,-1.1010542
183129,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,54908.0,Married,Aurora,32021.4,Standard,2013,2,,,0.0909090909090909,0.0909090909090909,-37.69090909090909,0.506042777341178,0.2118235304340102,0,0,0.0017791662,0,Low,0,1,12,0.0762502376877733,3,57,2,Crown Holders,5.5109234,-1.0987486
525612,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,84190.0,Divorced,Aurora,32474.77,Standard,2014,4,,,0.0,0.3636363636363636,361.3272727272727,0.6924959113017991,0.2013421357003693,0,0,0.0018121722,0,Low,0,0,11,0.0369936993699369,3,43,2,Crown Holders,5.56305,-1.0120866
103151,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,64962.0,Married,Aurora,32613.69,Standard,2013,5,,,0.0909090909090909,0.5454545454545454,130.0909090909091,0.5844438308447144,0.3246668507465856,0,0,0.007933282,0,Low,0,1,16,0.0169019933554817,3,54,2,Crown Holders,5.8352656,-1.0792415
171350,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,88921.0,Married,Aurora,32643.08,Standard,2015,5,,,0.0,0.9090909090909092,101.74545454545456,0.5711985726726281,0.4013677009254842,0,0,0.0018794717,0,Low,0,0,17,0.0272325672426326,3,30,2,Crown Holders,5.8681293,-1.1216307
944636,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,60732.0,Single,Aurora,32677.34,Standard,2014,11,,,0.0,0.4545454545454545,-49.86363636363637,0.5003547078439287,0.2862572240104577,0,0,0.0007449037,0,Low,0,0,20,0.034102894644322,3,36,2,Crown Holders,5.934057,-1.0998694
224178,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Aurora,32777.3,Standard,2012,11,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,0.99952364,1,High,1,72,0,0.0,3,60,3,Ghost Members,-7.703352,2.6771262
212301,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,68413.0,Married,Aurora,32861.26,Standard,2012,6,,,0.2727272727272727,0.3636363636363636,-189.51818181818183,0.4350969605573374,0.387652730014617,0,0,0.025978036,0,Low,0,3,18,0.0236790681635311,3,65,2,Crown Holders,5.8987594,-1.1226921
798533,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,89340.0,Divorced,Aurora,32871.75,Standard,2015,5,,,0.0,0.1818181818181818,346.6636363636364,0.6856438903166884,0.148852287450448,0,0,0.0052854135,0,Low,0,0,24,0.0134650363783346,3,30,2,Crown Holders,6.060798,-1.2224869
905854,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,80212.0,Married,Aurora,32961.15,Standard,2016,7,,,0.0909090909090909,1.0,217.55454545454543,0.6253138208619189,0.4487694901050607,0,0,0.05802015,0,Low,0,1,20,0.0,3,16,2,Crown Holders,5.9468,-1.0440588
571992,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,64284.0,Married,Aurora,33053.27,Standard,2013,1,,,0.0,0.0,197.8909090909091,0.6161254009048237,0.1151623797285528,0,0,0.0011524617,0,Low,0,0,19,0.0349322014799233,3,58,2,Crown Holders,5.9402475,-1.0530311
974875,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,64284.0,Married,Aurora,33053.27,Standard,2014,11,,,0.0909090909090909,0.1818181818181818,90.89090909090908,0.5661264629043564,0.221071152037784,0,0,0.014659005,0,Low,0,1,27,0.0201441669025893,3,36,2,Crown Holders,6.1001673,-1.3428737
255320,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,56193.0,Divorced,Aurora,33473.35,Standard,2015,4,,,0.0,1.0,114.50909090909092,0.5771627620483848,0.4268511713854845,0,0,0.0022459796,0,Low,0,0,32,0.0,3,31,2,Crown Holders,6.1276875,-1.3994902
688132,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,56193.0,Divorced,Aurora,33473.35,Standard,2012,9,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,0.9986909,1,High,1,72,0,0.0,3,62,3,Ghost Members,-7.7048755,2.678747
498028,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75624.0,Married,Aurora,33873.18,Standard,2016,6,,,0.1818181818181818,0.1818181818181818,-220.13636363636363,0.4207897028525308,0.301035816416968,0,0,0.07687616,0,Low,0,2,9,0.0315873120985365,3,17,2,Crown Holders,5.522887,-1.0482198
339880,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,69412.0,Married,Aurora,34243.51,Standard,2016,3,,,0.0,1.0,464.2090909090909,0.7405705061489773,0.3778288481553067,0,0,0.0022957004,0,Low,0,0,20,0.0,3,20,2,Crown Holders,5.961133,-1.0257485
181184,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,46607.0,Married,Aurora,34611.38,Standard,2014,8,,,0.0,1.0,430.3090909090909,0.7247297211189228,0.3825810836643231,0,0,0.02014523,0,Low,0,0,19,0.0,3,39,2,Crown Holders,5.9492655,-1.0042719
401824,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,93967.0,Single,Aurora,35062.65,Standard,2014,5,,,0.0909090909090909,0.9090909090909092,268.6909090909091,0.6492088103481235,0.414328265986472,0,0,0.054533545,0,Low,0,1,20,0.0115079620914189,3,42,2,Crown Holders,5.9544234,-1.0006834
759551,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,86466.0,Divorced,Aurora,35440.14,Standard,2015,10,,,0.0,1.0,-127.63636363636364,0.4640130838342431,0.460796074849727,0,0,0.008844792,0,Low,0,0,19,0.0,3,25,2,Crown Holders,5.9463325,-0.9441649
512471,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,102779.0,Divorced,Aurora,35444.31,Standard,2015,8,,,0.0,0.0909090909090909,312.7818181818182,0.6698116012828955,0.1263292468878586,0,0,0.00042839156,0,Low,0,0,18,0.0349597887408474,3,27,2,Crown Holders,5.919547,-0.988705
834576,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,,Married,Aurora,35692.17,Standard,2013,6,,,0.0,1.0,249.61818181818185,0.6402965102695356,0.4079110469191393,0,0,0.007170025,0,Low,0,0,22,0.0,3,53,2,Crown Holders,6.0137463,-0.92742497
578998,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,50409.0,Married,Aurora,35900.08,Standard,2016,11,,,0.1818181818181818,0.1818181818181818,-41.80909090909091,0.504118434187889,0.2760371970163605,0,0,0.044733103,0,Low,0,2,22,0.0244015359895422,3,12,2,Crown Holders,5.9838386,-0.95194477
863262,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Aurora,35944.71,Standard,2014,6,,,0.0909090909090909,0.6363636363636364,102.67272727272729,0.571631868481978,0.3557831667281338,0,0,0.0049000783,0,Low,0,1,21,0.0123891914984513,3,41,2,Crown Holders,5.9959226,-0.98069715
380001,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98006.0,Single,Aurora,36057.54,Standard,2013,9,,,0.0909090909090909,1.0,118.5909090909091,0.5790701132091503,0.4626426024008913,0,0,0.023266032,0,Low,0,1,23,0.0,3,50,2,Crown Holders,5.998723,-0.9832115
648455,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,98006.0,Single,Aurora,36057.54,Standard,2012,11,,,0.0,1.0,164.64545454545456,0.6005904717401925,0.4198228584779422,0,0,0.00096663507,0,Low,0,0,20,0.0,3,60,2,Crown Holders,6.000548,-0.96962124
545534,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Aurora,36181.03,Standard,2013,4,,,0.0909090909090909,0.0909090909090909,65.06363636363636,0.554057900214524,0.1974189935720064,0,0,0.0025194762,0,Low,0,1,14,0.0641911452503184,3,55,2,Crown Holders,5.766292,-0.90339047
923527,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,36181.03,Standard,2015,6,,,0.0909090909090909,1.0,-216.9636363636364,0.4222722542002082,0.5096819601035739,0,0,0.026388913,0,Low,0,1,23,0.0,3,29,2,Crown Holders,6.0090623,-0.9783282
491481,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Aurora,36470.3,Standard,2015,3,,,0.1818181818181818,0.3636363636363636,135.6,0.5870181177120282,0.3057127465045733,0,0,0.0024607389,0,Low,0,2,13,0.0564038758813105,3,32,2,Crown Holders,5.661431,-0.91949975
309041,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Aurora,36695.91,Standard,2015,5,,,0.0909090909090909,1.0,101.62727272727273,0.5711433486969267,0.4650206317545583,0,0,0.0027444204,0,Low,0,1,20,0.0,3,30,2,Crown Holders,5.9743977,-0.966935
187077,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,66275.0,Married,Aurora,36860.91,Standard,2015,4,,,0.0,0.0,117.74545454545456,0.5786750493829783,0.1263974851851065,0,0,0.0025532758,0,Low,0,0,7,0.092803970223325,3,31,2,Crown Holders,5.620259,-0.9525602
939571,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,87099.0,Divorced,Aurora,36946.06,Standard,2015,8,,,0.0,1.0,-25.73636363636364,0.5116288948832863,0.4465113315350141,0,0,0.017989557,0,Low,0,0,8,0.0,3,27,2,Crown Holders,5.621032,-0.9384558
302827,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,90682.0,Married,Aurora,38230.21,Standard,2012,11,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,0.99924314,1,High,1,72,0,0.0,3,60,3,Ghost Members,-7.7067513,2.6755817
168290,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,51955.0,Married,Aurora,38445.86,Standard,2016,7,,,0.0,0.0,65.11818181818182,0.5540833882033093,0.1337749835390072,0,0,0.0013195366,0,Low,0,0,25,0.016156035493052,3,16,2,Crown Holders,6.013866,-0.8808531
491907,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,61984.0,Married,Aurora,38545.71,Standard,2012,12,,,0.0,1.0,37.89090909090909,0.5413606338013213,0.4375918098596036,0,0,0.004516775,0,Low,0,0,9,0.0,3,59,2,Crown Holders,5.677328,-0.9052435
447771,Canada,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,53062.0,Married,Aurora,39769.56,Standard,2017,6,,,0.3636363636363636,1.0,44.96363636363636,0.5446655763471465,0.5820548725504014,1,1,0.9967589,1,High,1,4,2,0.0,3,5,2,Crown Holders,5.6342773,-0.9220781
849510,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Aurora,40440.76,Standard,2014,5,,,0.1818181818181818,0.5454545454545454,-135.93636363636364,0.4601346615407489,0.3983232379014116,0,0,0.25833023,0,Low,0,2,18,0.0148224750086177,3,42,2,Crown Holders,5.926201,-0.8100696
687533,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,54786.0,Married,Aurora,40636.67,Standard,2016,10,,,0.0909090909090909,0.7272727272727273,-403.1636363636364,0.3352647564835072,0.4539660276004024,0,0,0.014197992,0,Low,0,1,27,0.0098711324661747,3,13,2,Crown Holders,6.0294843,-0.90812975
767971,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,54786.0,Married,Aurora,40636.67,Standard,2012,11,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,0.99913603,1,High,1,72,0,0.0,3,60,3,Ghost Members,-7.705457,2.673464
225746,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,78464.0,Married,Aurora,41143.09,Standard,2013,12,,,0.0909090909090909,0.1818181818181818,155.20909090909092,0.5961810496803382,0.2120547760049894,0,0,0.01872317,0,Low,0,1,28,0.011428054516946,3,47,2,Crown Holders,6.0088263,-0.868123
379562,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,59529.0,Married,Aurora,41491.74,Standard,2014,3,,,0.0909090909090909,1.0,64.58181818181818,0.5538327563135872,0.4702138094695602,0,0,0.0027708153,0,Low,0,1,22,0.0,3,44,2,Crown Holders,5.983076,-0.8141291
343139,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,65151.0,Married,Aurora,41745.01,Standard,2012,6,,,0.0909090909090909,0.0909090909090909,2.081818181818182,0.5246277691637816,0.2062480328872291,0,0,0.0009884919,0,Low,0,1,14,0.1093987063802603,3,65,2,Crown Holders,5.838057,-0.8024274
345765,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,65151.0,Married,Aurora,41745.01,Standard,2016,12,,,0.1818181818181818,0.1818181818181818,-275.6,0.3948726662560269,0.3088109273959192,0,0,0.14535579,0,Low,0,2,24,0.0143778635157945,3,11,2,Crown Holders,5.9896393,-0.84611833
123525,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,65997.0,Divorced,Aurora,41787.9,Standard,2015,1,,,0.0,0.1818181818181818,35.481818181818184,0.5402349142966377,0.1924749802564632,0,0,0.011184658,0,Low,0,0,27,0.0106748522472167,3,34,2,Crown Holders,6.0253315,-0.84212625
175528,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,65997.0,Divorced,Aurora,41787.9,Standard,2015,12,,,0.1818181818181818,0.4545454545454545,-69.9090909090909,0.4909878719653363,0.3617945475013082,0,0,0.012727159,0,Low,0,2,17,0.0270986334479873,3,23,2,Crown Holders,5.897112,-0.7987896
374967,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,65997.0,Divorced,Aurora,41787.9,Standard,2016,12,,,0.0,0.5454545454545454,-350.57272727272726,0.3598394256706528,0.3556845359351678,0,0,0.005971501,0,Low,0,0,24,0.0145610987010838,3,11,2,Crown Holders,6.0190735,-0.8662166
607565,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,65997.0,Divorced,Aurora,41787.9,Standard,2013,4,,,0.0,0.5454545454545454,212.65454545454543,0.6230241498693742,0.2767291186755514,0,0,0.006393284,0,Low,0,0,22,0.0133408182808836,3,55,2,Crown Holders,5.9675465,-0.8163104
749430,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,65997.0,Divorced,Aurora,41787.9,Standard,2016,1,,,0.4545454545454545,0.4545454545454545,-89.87272727272727,0.4816592680699221,0.4736840377608415,0,0,0.07082022,0,Low,0,5,12,0.0280745179781136,3,22,2,Crown Holders,5.7654986,-0.82339215
902966,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,65997.0,Divorced,Aurora,41787.9,Standard,2013,5,,,0.0,1.0,-18.081818181818186,0.515205709309488,0.4454382872071536,0,0,0.025864158,0,Low,0,0,21,0.0,3,54,2,Crown Holders,5.963863,-0.81662107
190524,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,92316.0,Married,Aurora,42389.01,Standard,2016,6,,,0.0,1.0,140.61818181818182,0.5893630126802746,0.4231910961959176,0,0,0.00936553,0,Low,0,0,23,0.0,3,17,2,Crown Holders,5.9808297,-0.81758654
625033,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,80686.0,Single,Aurora,42561.63,Standard,2013,5,,,0.2727272727272727,0.7272727272727273,-237.8818181818181,0.4124976105010514,0.5035234441224119,0,0,0.08462582,0,Low,0,3,12,0.0367777909597817,3,54,2,Crown Holders,5.804192,-0.7902583
643300,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,75335.0,Married,Aurora,43026.52,Standard,2017,6,,,0.0909090909090909,1.0,320.5181818181818,0.6734266476922751,0.4343356420559538,0,0,0.028352486,0,Low,0,1,11,0.0,3,5,2,Crown Holders,5.8093715,-0.816965
309456,Canada,Quebec,Montreal,H2Y 4R4,Male,High School or Below,67018.0,Single,Aurora,43290.5,Standard,2016,1,,,0.1818181818181818,0.2727272727272727,-6.790909090909091,0.520481722988042,0.2984009376490419,0,0,0.023901308,0,Low,0,2,15,0.0368895711407464,3,22,2,Crown Holders,5.8656397,-0.7930139
923959,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,67018.0,Single,Aurora,43290.5,Standard,2016,11,,,0.0,0.6363636363636364,-249.1,0.4072555808075445,0.3687324166668275,0,0,0.0076091955,0,Low,0,0,19,0.0216735560272595,3,12,2,Crown Holders,5.9391336,-0.811045
651097,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,67952.0,Single,Aurora,44520.14,Standard,2015,9,,,0.0909090909090909,0.2727272727272727,49.86363636363637,0.5469552473396911,0.2540952439799108,0,0,0.003434438,0,Low,0,1,19,0.0220590975146253,3,26,2,Crown Holders,5.9136257,-0.80288416
570299,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,74917.0,Married,Aurora,44795.47,Standard,2015,12,,,0.0,1.0,-70.74545454545455,0.4905970561372954,0.4528208831588113,0,0,0.0112292655,0,Low,0,0,12,0.0,3,23,2,Crown Holders,5.8402762,-0.7926339
258296,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77037.0,Married,Aurora,44856.11,Standard,2012,10,,,0.1818181818181818,0.5454545454545454,-285.6090909090909,0.3901956203139271,0.4193049502694581,0,0,0.0017420879,0,Low,0,2,19,0.0427183178004046,3,61,2,Crown Holders,5.9423914,-0.7948674
710029,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,54784.0,Divorced,Aurora,45708.65,Standard,2012,8,,,0.0909090909090909,0.7272727272727273,-366.7090909090909,0.3522992289883392,0.4488556858489527,0,0,0.0010343072,0,Low,0,1,13,0.0451804251112209,3,63,2,Crown Holders,5.8521686,-0.78149235
746031,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,61097.0,Married,Aurora,47155.63,Standard,2016,3,,,0.0909090909090909,0.8181818181818182,-453.9727272727273,0.3115226949300143,0.4883613733391775,0,0,0.13458972,0,Low,0,1,18,0.0376572018953293,3,20,2,Crown Holders,5.9344277,-0.81151915
566374,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,50322.0,Married,Aurora,51016.07,Standard,2016,7,,,0.1818181818181818,0.7272727272727273,-415.03636363636366,0.3297168709245768,0.4919940296317178,0,0,0.02975467,0,Low,0,2,12,0.0314669899702413,3,16,2,Crown Holders,5.860256,-0.73811984
977244,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,88425.0,Married,Aurora,56675.94,Standard,2015,4,,,0.0,0.3636363636363636,-15.527272727272727,0.5163993967842655,0.2541710900556294,0,0,0.0045040143,0,Low,0,0,16,0.0770077613254802,3,31,2,Crown Holders,5.883428,-0.7702418
219139,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,76778.0,Single,Aurora,58166.55,Standard,2016,3,,,0.0,1.0,87.92727272727272,0.5647416155136893,0.4305775153458931,0,0,0.008248349,0,Low,0,0,6,0.0,3,20,2,Crown Holders,5.858645,-0.77734977
592992,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Aurora,61850.19,Standard,2013,7,,,0.3636363636363636,1.0,-174.1909090909091,0.4422590854060024,0.6127768198327447,1,1,0.99893254,1,High,1,4,11,0.0,3,52,2,Crown Holders,5.890249,-0.7533365
838263,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,89210.0,Married,Aurora,67907.27,Standard,2012,7,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,0.9993218,1,High,1,72,0,0.0,3,64,3,Ghost Members,-7.6942425,2.655648
433172,Canada,Alberta,Peace River,T9O 2W2,Female,College,,Married,Nova,2738.0,Standard,2013,6,,,0.0,0.2727272727272727,120.1,0.5797752808988764,0.2078855975485188,0,0,0.010822527,0,Low,0,0,27,0.0154957848253713,2,53,0,Silent Investors,6.560161,13.7903595
697356,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Nova,2738.0,Standard,2014,11,,,0.0909090909090909,1.0,-126.34545454545454,0.4646162995688282,0.4969787464929879,0,0,0.07521697,0,Low,0,1,6,0.0,2,36,0,Silent Investors,3.192967,5.2837887
225318,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Nova,2739.06,Standard,2012,11,,,0.0,1.0,-496.09090909090907,0.2918417195896434,0.5124474841231069,0,0,0.053078093,0,Low,0,0,24,0.0,2,60,0,Silent Investors,5.2639284,13.647022
926083,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,79118.0,Married,Nova,2742.84,Standard,2015,9,,,0.0909090909090909,0.3636363636363636,232.25454545454545,0.6321828338395532,0.2557996953026795,0,0,0.026345866,0,Low,0,1,13,0.0317200114749395,2,26,0,Silent Investors,2.5316932,7.5250773
240044,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101995.0,Married,Nova,2743.55,Standard,2017,1,,,0.0,0.0,327.57272727272726,0.6767230942418385,0.0969830717274484,0,0,0.009726845,0,Low,0,0,21,0.0464117338920901,2,10,0,Silent Investors,3.7810438,12.281539
586944,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,89856.0,Divorced,Nova,2744.08,Standard,2015,5,,,0.0,1.0,-198.9090909090909,0.4307087784881375,0.4707873664535587,0,0,0.039256763,0,Low,0,0,25,0.0,2,30,0,Silent Investors,5.7281084,13.69757
