Loyalty Number,CLV,FlightInactivity,RedemptionDormancy,RawSlope,NormalizedMomentum,BDS,Class,Churned,months_since_last_flight,months_since_last_redemption,months_since_last_any_activity,flights_last_3m,flights_last_6m,flights_last_12m,active_months_last_12m,zero_flight_months_last_12m,flights_total_ever,distance_last_12m,points_accumulated_last_12m,points_redeemed_last_12m,dollar_redeemed_last_12m,points_accumulated_total,points_redeemed_total,redemption_rate,flight_trend_ratio,points_trend_ratio,distance_per_flight,pref_season,flew_in_winter,flew_in_summer,flew_in_spring,flew_in_fall,education_ordinal,loyalty_card_ordinal,is_married,is_single,is_male,is_promo_enrollment,tenure_months,salary_imputed,province_Alberta,province_British Columbia,province_Manitoba,province_New Brunswick,province_Newfoundland,province_Nova Scotia,province_Ontario,province_Prince Edward Island,province_Quebec,province_Saskatchewan,province_Yukon
298232,3499.99,0.0909090909090909,1.0,-43.11818181818182,0.5035067224570422,0.4853116196265237,0,0,1,72,1,2,8,11,4,8,11,17623,17623.0,0,0,17623.0,0,0.0,0.7272727272727273,0.934233671906032,1602.090909090909,Summer,0,1,1,1,5,2,1,0,0,0,9,131880.0,0,0,0,0,0,0,1,0,0,0,0
348065,3499.99,0.3636363636363636,0.0,-147.3909090909091,0.4547821838958391,0.3090198902857937,0,0,4,0,0,0,3,8,3,9,8,10291,10291.0,1240,223,10291.0,1240,0.1204936352152366,0.0,0.0,1286.375,Spring,0,1,1,0,5,2,1,0,1,0,44,131880.0,0,1,0,0,0,0,0,0,0,0,0
967017,3500.45,0.0,0.1818181818181818,307.2090909090909,0.6672075784286655,0.1543831810168549,0,0,0,2,0,7,14,26,10,2,26,37971,37971.0,411,74,37971.0,411,0.0108240499328434,1.0769230769230769,1.1635195280608883,1460.423076923077,Fall,1,1,1,1,3,2,1,0,0,0,53,97324.0,1,0,0,0,0,0,0,0,0,0,0
456887,3508.57,0.0909090909090909,0.5454545454545454,-239.1636363636364,0.4118986427645972,0.3764304071706208,0,0,1,6,1,1,10,20,6,6,20,30596,30596.0,521,94,30596.0,521,0.0170283697215322,0.2,0.1995032030330762,1529.8,Spring,1,1,1,1,1,2,1,0,1,0,16,62283.0,0,1,0,0,0,0,0,0,0,0,0
527773,3508.57,0.2727272727272727,1.0,6.763636363636364,0.5268154882011853,0.5510462626305535,1,1,3,72,3,0,2,3,3,9,3,3417,3417.0,0,0,3417.0,0,0.0,0.0,0.0,1139.0,Summer,1,1,0,0,1,2,1,0,0,0,24,62283.0,0,0,0,0,0,0,0,0,0,1,0
605127,3508.57,0.0,0.2727272727272727,173.4181818181818,0.6046897899364925,0.200411244837234,0,0,0,3,0,5,10,18,8,4,18,28619,28619.0,630,113,28619.0,630,0.022013347775953,1.1111111111111112,1.141619204025298,1589.9444444444443,Fall,1,1,1,1,1,2,1,0,0,0,27,62283.0,0,0,0,0,0,0,0,0,1,0,0
728837,3508.57,0.0,1.0,-75.34545454545454,0.4884475690830697,0.4534657292750791,0,0,0,72,0,3,9,16,7,5,16,23339,23339.0,0,0,23339.0,0,0.0,0.75,0.466858048759587,1458.6875,Summer,1,1,1,1,1,2,1,0,0,0,34,62283.0,0,0,0,1,0,0,0,0,0,0,0
877251,3508.57,0.0909090909090909,0.9090909090909092,-104.98181818181818,0.4745990951763981,0.4667111805379896,0,0,1,10,1,6,20,28,9,3,28,40448,40448.0,549,99,40448.0,549,0.0135729825949367,0.8571428571428571,0.6473496835443038,1444.571428571429,Summer,1,1,1,1,1,2,1,0,1,0,48,62283.0,0,1,0,0,0,0,0,0,0,0,0
820542,3508.91,0.0,1.0,257.8181818181818,0.64412820458359,0.406761538624923,0,0,0,72,0,2,13,13,5,7,13,20702,20702.0,0,0,20702.0,0,0.0,0.6153846153846154,0.620229929475413,1592.4615384615386,Summer,0,1,0,1,3,2,1,0,0,0,6,49197.0,0,0,0,0,0,0,1,0,0,0,0
434136,3509.97,0.0909090909090909,0.0909090909090909,41.263636363636365,0.542936641107878,0.2007553713040002,0,0,1,1,1,6,18,26,8,4,26,42847,42847.0,1584,286,42847.0,1584,0.0369687492706607,0.9230769230769232,0.5799239153266273,1647.9615384615386,Spring,1,1,1,1,3,2,0,1,1,0,27,69811.0,0,0,0,0,0,0,1,0,0,0,0
781970,3515.83,0.0,1.0,67.45454545454545,0.5551751237229456,0.4334474628831163,0,0,0,72,0,2,7,17,7,5,17,24714,24714.0,0,0,24714.0,0,0.0,0.4705882352941176,0.6749210973537266,1453.764705882353,Spring,1,1,1,1,1,2,1,0,0,0,10,49868.0,0,0,0,0,0,0,1,0,0,0,0
737474,3517.39,0.3636363636363636,0.1818181818181818,-479.1,0.2997812280962597,0.4100656315711221,0,0,4,2,2,0,7,17,6,6,17,34653,34653.0,582,105,34653.0,582,0.0167950826768245,0.0,0.0,2038.4117647058824,Spring,1,1,1,0,3,2,0,1,1,0,49,69822.0,0,0,0,0,0,0,1,0,0,0,0
540966,3520.7,0.0,1.0,31.536363636363635,0.5383912831078355,0.4384826150676493,0,0,0,72,0,3,4,10,6,6,10,16310,16310.0,0,0,16310.0,0,0.0,1.2,1.3868792152053957,1631.0,Spring,1,1,1,1,3,2,0,1,1,0,33,55109.0,0,0,0,0,0,0,1,0,0,0,0
470334,3527.4,0.0,0.0909090909090909,274.6,0.6519700091331961,0.1316817245327684,2,1,0,1,0,4,16,20,9,3,20,32565,32565.0,1054,190,32565.0,1054,0.0323660371564563,0.8,0.8717334561645939,1628.25,Fall,0,1,1,1,5,2,0,1,0,0,38,251507.0,0,0,0,0,0,0,0,0,1,0,0
247103,3527.85,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0,3,2,1,0,1,0,65,75443.0,0,0,0,0,0,0,0,0,1,0,0
420434,3527.85,0.0,0.1818181818181818,-16.0,0.5161785008814597,0.1996919042810166,0,0,0,2,0,6,12,18,7,5,18,19902,19902.0,483,87,19902.0,483,0.0242689176967139,1.3333333333333333,1.0226107928851371,1105.6666666666667,Fall,1,1,1,1,3,2,1,0,0,0,29,75443.0,0,1,0,0,0,0,0,0,0,0,0
617960,3528.04,0.1818181818181818,0.4545454545454545,-540.6454545454545,0.2710222807501965,0.4277842248658501,0,0,2,5,2,2,4,13,5,7,13,22435,22435.0,628,113,22435.0,628,0.02799197682193,0.6153846153846154,0.2934700245152663,1725.7692307692307,Spring,1,1,1,1,3,2,1,0,0,0,36,54794.0,0,0,0,0,0,0,1,0,0,0,0
911372,3528.04,0.3636363636363636,1.0,-451.5181818181818,0.3126696544253521,0.6516536491269398,1,1,4,72,4,0,4,15,4,8,15,27319,27319.0,0,0,27319.0,0,0.0,0.0,0.0,1821.2666666666669,Spring,1,1,1,0,3,2,1,0,0,0,52,54794.0,0,0,0,0,0,1,0,0,0,0,0
375890,3531.04,0.0,0.0,150.55454545454546,0.5940060746373272,0.1217981776088018,0,0,0,0,0,6,17,25,9,3,25,31347,31347.0,871,157,31347.0,871,0.0277857530226177,0.96,0.8013526015248668,1253.88,Fall,1,1,1,1,3,2,1,0,1,0,26,51579.0,0,1,0,0,0,0,0,0,0,0,0
875657,3534.34,0.0,0.2727272727272727,161.28181818181818,0.5990187124317665,0.2021125680886518,0,0,0,3,0,1,10,16,6,6,16,27975,27975.0,777,140,27975.0,777,0.0277747989276139,0.25,0.348739946380697,1748.4375,Summer,1,1,1,1,1,2,1,0,1,0,39,59906.0,0,0,0,1,0,0,0,0,0,0,0
877595,3536.43,0.0,1.0,377.07272727272726,0.6998534440644847,0.3900439667806545,0,0,0,72,0,9,14,14,5,7,14,16706,16706.0,0,0,16706.0,0,0.0,2.571428571428572,2.101280976894529,1193.2857142857142,Fall,0,1,0,1,3,2,0,1,1,0,23,52577.0,0,0,0,0,0,0,1,0,0,0,0
241990,3536.65,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0,3,2,0,1,0,0,66,55123.0,0,1,0,0,0,0,0,0,0,0,0
470738,3538.06,0.0,0.0909090909090909,-48.92727272727273,0.5007922516514093,0.1770350517773045,0,0,0,1,0,5,12,26,10,2,26,45654,45654.0,2404,432,45654.0,2404,0.0526569413413939,0.7692307692307693,0.8425986770053008,1755.923076923077,Fall,1,1,1,1,2,2,0,1,0,0,26,74161.0,0,0,0,0,0,0,1,0,0,0,0
511862,3538.06,0.0909090909090909,1.0,290.7090909090909,0.6594974618211169,0.4385143978173013,0,0,1,72,1,7,25,36,8,4,36,56320,56320.0,0,0,56320.0,0,0.0,0.7777777777777778,0.9211647727272728,1564.4444444444443,Spring,0,1,1,1,2,2,0,1,0,0,10,74161.0,1,0,0,0,0,0,0,0,0,0,0
219714,3539.97,0.0909090909090909,1.0,-71.66363636363636,0.4901680083260764,0.4893132338658134,0,0,1,72,1,3,10,20,7,5,20,31378,31378.0,0,0,31378.0,0,0.0,0.6,0.4929568487475301,1568.9,Fall,1,1,1,1,2,2,0,1,0,0,18,74161.0,0,0,0,0,0,0,1,0,0,0,0
411094,3540.21,0.1818181818181818,0.3636363636363636,-38.20909090909091,0.5058006414477177,0.3300779893838664,0,0,2,4,2,1,7,17,6,6,17,22636,22636.0,1459,263,22636.0,1459,0.0644548506803322,0.2352941176470588,0.251104435412617,1331.529411764706,Spring,1,1,1,1,3,2,1,0,0,0,31,77907.0,0,0,0,0,0,0,1,0,0,0,0
824917,3540.9,0.0,1.0,197.1818181818182,0.615794057050615,0.4152617828848155,0,0,0,72,0,8,11,21,8,4,21,35801,35801.0,0,0,35801.0,0,0.0,1.5238095238095235,1.344878634675009,1704.809523809524,Fall,1,1,1,1,2,2,0,1,1,0,42,74161.0,0,0,0,0,0,0,1,0,0,0,0
109660,3543.23,0.0,0.1818181818181818,224.1909090909091,0.6284148594974619,0.1660209966962159,0,0,0,2,0,4,9,13,6,6,13,18837,18837.0,890,160,18837.0,890,0.0472474385517863,1.2307692307692308,1.770133248394118,1449.0,Summer,1,1,1,1,3,2,1,0,1,0,21,58026.0,1,0,0,0,0,0,0,0,0,0,0
202358,3543.23,0.0,0.0909090909090909,-196.9454545454545,0.4316263460844077,0.1977848234474049,0,0,0,1,0,6,9,19,7,5,19,36749,36749.0,589,106,36749.0,589,0.016027647010803,1.263157894736842,1.217121554328009,1934.157894736842,Fall,1,1,1,1,3,2,1,0,1,0,36,58026.0,0,0,0,0,0,0,1,0,0,0,0
924132,3544.54,0.0909090909090909,1.0,-47.263636363636365,0.5015696353093605,0.4858927457708282,0,0,1,72,1,3,10,22,8,4,22,37104,37104.0,0,0,37104.0,0,0.0,0.5454545454545454,0.7965717981888745,1686.5454545454545,Spring,1,1,1,1,3,2,0,1,0,0,19,61658.0,0,0,0,0,0,0,1,0,0,0,0
177518,3545.41,0.0,0.4545454545454545,14.9,0.5306174465283237,0.2771784024051392,0,0,0,5,0,4,13,24,7,5,24,35219,35219.0,633,114,35219.0,633,0.017973253073625,0.6666666666666666,0.7332405803685511,1467.4583333333333,Spring,0,1,1,1,2,2,0,1,0,0,48,74161.0,0,0,0,0,1,0,0,0,0,0,0
304824,3546.4,0.0909090909090909,1.0,187.0909090909091,0.6110787791253373,0.4530400026260351,0,0,1,72,1,4,8,8,4,8,8,8316,8316.0,0,0,8316.0,0,0.0,2.0,2.347282347282347,1039.5,Fall,0,1,0,1,2,2,0,1,1,0,6,74161.0,0,1,0,0,0,0,0,0,0,0,0
677322,3548.07,0.0909090909090909,0.4545454545454545,188.92727272727276,0.6119368747477753,0.2891462103029401,2,1,1,5,1,5,14,19,8,4,19,34645,34645.0,1405,253,34645.0,1405,0.0405541925241737,1.0526315789473684,1.3038533698946455,1823.421052631579,Summer,1,1,1,1,2,2,1,0,0,0,16,74161.0,0,0,0,0,0,0,1,0,0,0,0
817066,3548.4,0.0909090909090909,1.0,169.6,0.6029056307215225,0.4554919471471796,0,0,1,72,1,6,14,18,6,6,18,35886,35886.0,0,0,35886.0,0,0.0,1.3333333333333333,1.4831410577941258,1993.6666666666667,Fall,1,1,0,1,2,2,0,1,1,0,25,74161.0,0,0,0,0,0,0,1,0,0,0,0
237018,3549.02,0.0,1.0,315.5090909090909,0.6710860007221597,0.398674199783352,0,0,0,72,0,5,13,19,8,4,19,34493,34493.0,0,0,34493.0,0,0.0,1.0526315789473684,1.2370046096309395,1815.421052631579,Fall,1,1,1,1,3,2,0,0,1,0,32,58372.0,0,0,0,0,0,0,0,0,1,0,0
893376,3549.75,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0,2,2,1,0,0,0,60,74161.0,0,0,0,0,0,0,1,0,0,0,0
579890,3551.79,0.0,1.0,-175.15454545454546,0.4418087976041291,0.4674573607187612,0,0,0,72,0,3,10,23,7,5,23,36712,36712.0,0,0,36712.0,0,0.0,0.5217391304347826,0.6042710830246241,1596.1739130434785,Spring,0,1,1,1,5,2,0,1,0,0,61,67234.0,0,0,0,0,0,0,0,0,1,0,0
855922,3551.79,0.0,1.0,-23.83636363636364,0.5125167264926405,0.4462449820522078,0,0,0,72,0,3,15,25,8,4,25,37562,37562.0,0,0,37562.0,0,0.0,0.48,0.4568446834566849,1502.48,Spring,1,1,1,1,5,2,0,1,1,0,56,67234.0,0,0,0,0,1,0,0,0,0,0,0
386790,3554.85,0.0,0.6363636363636364,-111.61818181818182,0.4714980565408552,0.3494596739468343,0,0,0,7,0,1,8,15,6,6,15,23796,23796.0,491,88,23796.0,491,0.0206337199529332,0.2666666666666666,0.2225584131786855,1586.4,Summer,1,1,1,1,3,2,1,0,0,0,37,74756.0,0,0,0,0,0,0,0,0,1,0,0
399917,3554.85,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0,3,2,1,0,1,0,61,74756.0,0,0,0,0,1,0,0,0,0,0,0
455651,3554.85,0.1818181818181818,1.0,-285.25454545454545,0.3903612922410314,0.5556188850549633,1,1,2,72,2,1,6,19,6,6,19,19642,19642.0,0,0,19642.0,0,0.0,0.2105263157894736,0.4995417981875573,1033.7894736842106,Spring,1,1,1,1,3,2,1,0,0,0,48,74756.0,0,0,0,1,0,0,0,0,0,0,0
488549,3554.85,0.0,0.9090909090909092,52.33636363636364,0.5481107028312908,0.4082940618778854,0,0,0,10,0,7,18,25,8,4,25,29333,29333.0,511,92,29333.0,511,0.0174206525074148,1.12,1.1172399686360073,1173.32,Summer,1,1,1,1,3,2,1,0,1,0,47,74756.0,0,0,0,0,0,0,1,0,0,0,0
626542,3554.85,0.0,0.0,68.83636363636364,0.5558208194388394,0.1332537541683481,0,0,0,0,0,6,12,20,8,4,20,28707,28707.0,1435,258,28707.0,1435,0.0499878078517434,1.2,0.792698644929808,1435.35,Fall,1,1,1,1,3,2,1,0,0,0,10,74756.0,1,0,0,0,0,0,0,0,0,0,0
854077,3554.85,0.2727272727272727,0.8181818181818182,-154.21818181818182,0.4515919372995476,0.5190678733555902,0,0,3,9,3,0,5,11,6,6,11,12150,12150.0,385,69,12150.0,385,0.0316872427983539,0.0,0.0,1104.5454545454545,Spring,1,1,1,0,3,2,1,0,0,0,64,74756.0,0,0,0,0,0,0,1,0,0,0,0
854704,3554.85,0.3636363636363636,1.0,-250.1636363636364,0.4067585650262315,0.623426975946676,1,1,4,72,4,0,6,14,4,8,14,24294,24294.0,0,0,24294.0,0,0.0,0.0,0.0,1735.2857142857142,Spring,1,1,1,0,3,2,1,0,0,0,42,74756.0,0,0,0,1,0,0,0,0,0,0,0
310396,3557.2,0.0,0.7272727272727273,-207.29090909090908,0.4267921242114654,0.3901441809183785,0,0,0,8,0,3,14,22,8,4,22,41878,41878.0,804,145,41878.0,804,0.0191986245761497,0.5454545454545454,0.3744209370074979,1903.5454545454545,Summer,1,1,1,1,3,2,1,0,1,0,53,60500.0,0,0,0,1,0,0,0,0,0,0,0
319469,3557.37,0.3636363636363636,1.0,17.172727272727272,0.5316794460610438,0.5859507116362324,1,1,4,72,4,0,3,3,2,10,3,4375,4375.0,0,0,4375.0,0,0.0,0.0,0.0,1458.3333333333333,Summer,0,1,0,0,5,2,1,0,0,0,9,138985.0,0,1,0,0,0,0,0,0,0,0,0
957419,3557.37,0.1818181818181818,0.6363636363636364,-132.54545454545453,0.4617191648435675,0.4251206141832933,0,0,2,7,2,1,1,5,4,8,5,6088,6088.0,904,163,6088.0,904,0.1484888304862023,0.8,0.4625492772667542,1217.6,Spring,1,0,1,1,5,2,1,0,0,0,57,138985.0,0,0,0,0,0,0,0,0,1,0,0
201276,3560.63,0.0,1.0,133.87272727272727,0.5862109980671608,0.4241367005798517,0,0,0,72,0,1,5,6,3,9,6,12678,12678.0,0,0,12678.0,0,0.0,0.6666666666666666,0.538570752484619,2113.0,Fall,0,1,1,1,3,2,1,0,1,0,13,88082.0,0,1,0,0,0,0,0,0,0,0,0
765481,3561.04,0.0909090909090909,0.7272727272727273,67.18181818181819,0.5550476837790193,0.3880311494117487,0,0,1,8,1,1,13,17,7,5,17,23292,23292.0,439,79,23292.0,439,0.0188476730207796,0.2352941176470588,0.2988150437918598,1370.1176470588234,Summer,1,1,1,1,2,2,0,1,0,0,60,74161.0,0,0,0,0,0,0,0,0,1,0,0
325935,3561.6,0.0,1.0,119.32727272727271,0.5794142010577515,0.4261757396826745,0,0,0,72,0,7,10,14,5,7,14,22062,22062.0,0,0,22062.0,0,0.0,2.0,1.6564228084489168,1575.857142857143,Fall,0,1,1,1,2,2,0,1,1,0,64,74161.0,0,0,0,0,0,0,1,0,0,0,0
982969,3561.6,0.0,0.1818181818181818,-274.1181818181818,0.3955650899513604,0.2358759275600463,0,0,0,2,0,3,6,20,10,2,20,26195,26195.0,1039,187,26195.0,1039,0.0396640580263409,0.6,0.6057644588661958,1309.75,Fall,1,1,1,1,2,2,0,1,0,0,29,74161.0,0,0,0,0,0,0,0,0,0,1,0
293496,3567.5,0.0,0.8181818181818182,-434.0272727272727,0.3208428028291668,0.4492017046057954,0,0,0,9,0,3,9,20,6,6,20,30048,30048.0,541,97,30048.0,541,0.0180045260915867,0.6,0.4380990415335463,1502.4,Summer,1,1,1,1,2,2,1,0,0,0,38,74161.0,0,0,0,0,0,0,1,0,0,0,0
501552,3567.5,0.0,0.4545454545454545,47.73636363636364,0.5459612157770651,0.2725752716305168,0,0,0,5,0,4,16,26,9,3,26,44640,44640.0,478,86,44640.0,478,0.0107078853046594,0.6153846153846154,0.5956989247311828,1716.923076923077,Spring,1,1,1,1,2,2,1,0,0,0,42,74161.0,0,1,0,0,0,0,0,0,0,0,0
515049,3567.5,0.0,1.0,-227.45454545454547,0.4173700643571717,0.4747889806928485,0,0,0,72,0,4,11,24,9,3,24,40062,40062.0,0,0,40062.0,0,0.0,0.6666666666666666,0.8327093005840946,1669.25,Summer,1,1,1,1,2,2,1,0,0,0,21,74161.0,0,0,0,0,0,0,0,0,1,0,0
641384,3567.5,0.5454545454545454,1.0,-227.76363636363635,0.4172256324207218,0.6930141284556016,1,1,6,72,6,0,0,7,3,9,7,12531,12531.0,0,0,12531.0,0,0.0,0.0,0.0,1790.142857142857,Spring,1,0,1,0,2,2,1,0,0,0,27,74161.0,0,1,0,0,0,0,0,0,0,0,0
734801,3567.5,0.0,0.0,-91.4090909090909,0.4809413563858032,0.155717593084259,0,0,0,0,0,6,12,27,8,4,27,39456,39456.0,536,96,39456.0,536,0.0135847526358475,0.8888888888888888,0.8780413625304136,1461.3333333333333,Spring,1,1,1,1,2,2,1,0,1,0,17,74161.0,0,0,0,0,0,0,1,0,0,0,0
833683,3567.5,0.0909090909090909,1.0,30.327272727272728,0.5378262993564283,0.4750157465567078,0,0,1,72,1,1,7,11,5,7,11,19588,19588.0,0,0,19588.0,0,0.0,0.3636363636363636,0.2720032673065142,1780.7272727272727,Spring,1,1,1,1,2,2,1,0,1,0,64,74161.0,0,0,0,0,0,0,1,0,0,0,0
880849,3567.5,0.0909090909090909,1.0,216.38181818181815,0.6247658291030352,0.4489338876327258,0,0,1,72,1,4,10,15,6,6,15,19746,19746.0,0,0,19746.0,0,0.0,1.0666666666666669,1.6773017319963537,1316.4,Fall,1,1,1,1,2,2,1,0,0,0,50,74161.0,0,0,0,0,0,0,1,0,0,0,0
960708,3567.5,0.0,0.3636363636363636,230.47272727272727,0.6313502262059005,0.2196858412291389,0,0,0,4,0,4,13,19,7,5,19,21384,21384.0,1218,219,21384.0,1218,0.0569584736251402,0.8421052631578947,1.3273475495697715,1125.4736842105262,Fall,1,1,1,1,2,2,1,0,1,0,16,74161.0,0,0,1,0,0,0,0,0,0,0,0
247607,3569.86,0.0,0.5454545454545454,77.96363636363637,0.5600858095622439,0.2956106207676904,0,0,0,6,0,4,8,13,7,5,13,20228,20228.0,696,125,20228.0,696,0.034407751631402,1.2307692307692308,0.6345659481906268,1556.0,Fall,1,1,1,1,2,2,0,1,0,0,18,74161.0,0,1,0,0,0,0,0,0,0,0,0
390350,3569.86,0.0909090909090909,1.0,-281.27272727272725,0.3922219154223573,0.5186970617369292,0,0,1,72,1,2,2,17,7,5,17,21908,21908.0,0,0,21908.0,0,0.0,0.4705882352941176,0.715172539711521,1288.7058823529412,Spring,1,0,1,1,2,2,0,1,1,0,62,74161.0,0,0,0,0,0,0,0,0,1,0,0
924089,3570.76,0.1818181818181818,0.9090909090909092,-24.818181818181817,0.5120579426945053,0.4918371626461938,0,0,2,10,2,3,7,15,6,6,15,18128,18128.0,310,56,18128.0,310,0.0171006178287731,0.8,0.8181818181818182,1208.5333333333333,Spring,1,1,1,1,3,2,1,0,1,0,50,73008.0,0,0,0,0,0,0,1,0,0,0,0
410702,3571.35,0.0,1.0,-136.07272727272726,0.4600709415687858,0.4619787175293642,0,0,0,72,0,3,7,12,6,6,12,23721,23721.0,0,0,23721.0,0,0.0,1.0,0.874499388727288,1976.75,Fall,1,1,1,1,2,2,1,0,0,0,31,74161.0,0,0,0,0,0,0,1,0,0,0,0
548335,3572.49,0.1818181818181818,0.6363636363636364,-164.3909090909091,0.446838427391092,0.429584835419036,0,0,2,7,2,4,12,22,7,5,22,30160,30160.0,893,161,30160.0,893,0.0296087533156498,0.7272727272727273,0.5246684350132625,1370.909090909091,Spring,1,1,1,1,3,2,0,0,0,0,63,73447.0,0,0,0,0,0,0,0,0,1,0,0
502848,3575.04,0.0,0.1818181818181818,331.43636363636364,0.678528493447463,0.1509869065112156,0,0,0,2,0,7,13,23,7,5,23,39172,39172.0,748,134,39172.0,748,0.0190952721331563,1.2173913043478262,1.751965689778413,1703.1304347826087,Spring,1,1,1,1,3,2,1,0,1,0,53,54038.0,0,0,0,0,0,0,0,0,1,0,0
396997,3579.02,0.0,0.6363636363636364,118.86363636363636,0.5791975531530766,0.3171498249631679,0,0,0,7,0,10,12,22,7,5,22,37615,37615.0,888,159,37615.0,888,0.0236076033497275,1.818181818181818,1.8039611856971955,1709.7727272727273,Fall,1,1,1,1,3,2,1,0,1,0,61,52618.0,0,0,0,0,0,0,1,0,0,0,0
129030,3580.08,0.0909090909090909,0.1818181818181818,-63.18181818181818,0.4941313905821882,0.2426696737344344,0,0,1,2,1,4,13,22,7,5,22,33502,33502.0,1065,191,33502.0,1065,0.0317891469166019,0.7272727272727273,0.5760850098501582,1522.8181818181818,Spring,0,1,1,1,3,2,1,0,0,0,12,83990.0,0,1,0,0,0,0,0,0,0,0,0
329039,3580.26,0.0,1.0,98.23636363636363,0.5695588453941081,0.4291323463817675,0,0,0,72,0,5,10,16,7,5,16,20201,20201.0,0,0,20201.0,0,0.0,1.25,1.4145834364635417,1262.5625,Fall,1,1,1,1,3,2,1,0,0,0,52,87032.0,0,0,0,0,0,0,0,0,0,1,0
521576,3580.26,0.0909090909090909,1.0,165.9,0.601176695482254,0.4560106277189601,0,0,1,72,1,5,10,12,5,7,12,17617,17617.0,0,0,17617.0,0,0.0,1.6666666666666667,1.8416302435147869,1468.0833333333333,Fall,1,1,0,1,3,2,1,0,0,0,47,87032.0,0,0,0,0,0,1,0,0,0,0,0
111329,3585.94,0.2727272727272727,0.4545454545454545,13.427272727272728,0.529929270831121,0.3864757642052091,0,0,3,5,3,0,12,16,6,6,16,22777,22777.0,1067,192,22777.0,1067,0.0468455020415331,0.0,0.0,1423.5625,Summer,1,1,1,0,3,2,1,0,0,0,15,50748.0,0,0,0,0,0,0,0,0,1,0,0
454327,3585.94,0.2727272727272727,1.0,-20.581818181818186,0.5140375098234957,0.5548796561438604,1,1,3,72,3,0,4,7,4,8,7,11163,11163.0,0,0,11163.0,0,0.0,0.0,0.0,1594.7142857142858,Spring,0,1,1,0,3,2,1,0,1,0,48,50748.0,0,1,0,0,0,0,0,0,0,0,0
747395,3587.36,0.0,0.5454545454545454,-152.78181818181818,0.4522631210042268,0.3279574273350956,0,0,0,6,0,4,16,29,9,3,29,47288,47288.0,835,150,47288.0,835,0.0176577567247504,0.5517241379310345,0.7241583488411436,1630.6206896551723,Spring,1,1,1,1,5,2,1,0,0,0,64,123495.0,0,0,0,1,0,0,0,0,0,0,0
965605,3588.88,0.0,0.0909090909090909,-153.36363636363637,0.4519912491238504,0.1916753525355721,0,0,0,1,0,10,18,33,9,3,33,47838,47838.0,1105,199,47838.0,1105,0.0230987917555081,1.2121212121212122,1.233161921485012,1449.6363636363635,Fall,1,1,1,1,3,2,1,0,1,0,30,63252.0,0,1,0,0,0,0,0,0,0,0,0
989816,3588.88,0.0,1.0,-105.46363636363635,0.4743739512754615,0.4576878146173615,0,0,0,72,0,7,11,23,8,4,23,26991,26991.0,0,0,26991.0,0,0.0,1.2173913043478262,0.832573820903264,1173.5217391304348,Fall,1,1,1,1,3,2,1,0,0,0,13,63252.0,0,0,0,0,0,0,1,0,0,0,0
131893,3589.37,0.0909090909090909,1.0,-371.8090909090909,0.3499161020369152,0.5313888057525618,0,0,1,72,1,2,6,17,5,7,17,28561,28561.0,0,0,28561.0,0,0.0,0.4705882352941176,0.5369559889359616,1680.0588235294117,Spring,1,1,1,1,3,2,0,0,1,0,60,54550.0,0,0,0,0,0,1,0,0,0,0,0
900894,3589.71,0.0,0.6363636363636364,72.02727272727273,0.5573118667827787,0.3237155308742573,0,0,0,7,0,3,11,20,7,5,20,27817,27817.0,785,141,27817.0,785,0.028220153143761,0.6,0.6440665779918755,1390.85,Summer,1,1,1,1,3,2,1,0,0,0,45,89933.0,1,0,0,0,0,0,0,0,0,0,0
277367,3590.69,0.0,0.7272727272727273,386.6545454545454,0.7043308340944331,0.3068825679534882,0,0,0,8,0,5,17,20,7,5,20,25040,25040.0,378,68,25040.0,378,0.0150958466453674,1.0,1.6761980830670926,1252.0,Summer,1,1,1,1,3,2,1,0,1,0,50,92582.0,0,0,0,0,0,0,1,0,0,0,0
114414,3591.07,0.1818181818181818,1.0,-12.50909090909091,0.517809732163718,0.5173843530781573,0,0,2,72,2,4,13,20,7,5,20,33856,33856.0,0,0,33856.0,0,0.0,0.8,1.1578449905482042,1692.8,Spring,1,1,1,1,2,2,1,0,1,0,60,74161.0,0,0,0,0,0,0,1,0,0,0,0
807152,3595.31,0.0909090909090909,1.0,-159.6727272727273,0.4490431384210191,0.5016506948373306,0,0,1,72,1,6,9,18,5,7,18,24892,24892.0,0,0,24892.0,0,0.0,1.3333333333333333,1.033745781777278,1382.888888888889,Fall,0,1,1,1,2,2,0,1,0,0,9,74161.0,0,0,0,0,0,0,1,0,0,0,0
