Loyalty Number,months_since_last_flight,months_since_last_redemption,months_since_last_any_activity,flights_last_3m,flights_last_6m,flights_last_12m,active_months_last_12m,zero_flight_months_last_12m,flights_total_ever,distance_last_12m,points_accumulated_last_12m,points_redeemed_last_12m,dollar_redeemed_last_12m,points_accumulated_total,points_redeemed_total,redemption_rate,flight_trend_ratio,points_trend_ratio,distance_per_flight,pref_season,flew_in_winter,flew_in_summer,flew_in_spring,flew_in_fall
789624,0,72,0,10,11,20,9,3,20,35246,35246.0,0,0,35246.0,0,0.0,2.0,2.2519434829484197,1762.3,Fall,1,1,1,1
706497,0,72,0,5,12,22,7,5,22,22677,22677.0,0,0,22677.0,0,0.0,0.9090909090909091,1.2980552983198836,1030.7727272727273,Fall,1,1,1,1
963487,0,3,0,7,10,25,10,2,25,42830,42830.0,658,118,42830.0,658,0.015363063273406492,1.12,1.1277142190053702,1713.2,Fall,1,1,1,1
657748,1,1,1,8,12,18,7,5,18,19130,19130.0,1255,226,19130.0,1255,0.06560376372190277,1.7777777777777777,1.7932043910088866,1062.7777777777778,Fall,1,1,1,1
186295,1,72,1,2,4,13,5,7,13,16436,16436.0,0,0,16436.0,0,0.0,0.6153846153846154,0.7748844000973473,1264.3076923076924,Spring,1,1,1,1
112733,0,72,0,4,14,21,8,4,21,17649,17649.0,0,0,17649.0,0,0.0,0.7619047619047619,1.014901694146977,840.4285714285714,Summer,1,1,1,1
781647,3,72,3,0,13,19,6,6,19,33506,33506.0,0,0,33506.0,0,0.0,0.0,0.0,1763.4736842105262,Spring,0,1,1,0
103860,0,0,0,6,13,21,8,4,21,30470,30470.0,467,84,30470.0,467,0.015326550705612077,1.1428571428571428,1.5581227436823104,1450.952380952381,Fall,1,1,1,1
538341,0,1,0,8,14,19,7,5,19,18432,18432.0,557,100,18432.0,557,0.030219184027777776,1.6842105263157894,1.7035590277777777,970.1052631578947,Fall,1,1,1,1
991529,0,3,0,6,14,24,8,4,24,23222,23222.0,653,118,23222.0,653,0.028119886314701577,1.0,1.4081474463870467,967.5833333333334,Fall,1,1,1,1
974189,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
874984,3,10,3,0,4,8,4,8,8,10569,10569.0,305,55,10569.0,305,0.028857980887501182,0.0,0.0,1321.125,Spring,1,1,1,0
170079,0,2,0,7,16,21,8,4,21,31751,31751.0,889,160,31751.0,889,0.0279991181380114,1.3333333333333333,1.29217977386539,1511.952380952381,Fall,0,1,1,1
405030,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
989528,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
495148,1,1,1,2,8,16,6,6,16,29783,29783.0,895,161,29783.0,895,0.03005070006379478,0.5,0.5052546754860155,1861.4375,Summer,1,1,1,1
286551,1,72,1,4,10,19,9,3,19,29304,29304.0,0,0,29304.0,0,0.0,0.8421052631578947,0.8531258531258531,1542.3157894736842,Summer,1,1,1,1
123908,1,9,1,3,6,10,5,7,10,14364,14364.0,306,55,14364.0,306,0.021303258145363407,1.2,1.073517126148705,1436.4,Fall,1,1,0,1
289472,0,72,0,3,3,3,1,11,3,3393,3393.0,0,0,3393.0,0,0.0,4.0,4.0,1131.0,Fall,0,0,0,1
803956,1,72,1,8,17,23,6,6,23,25233,25233.0,0,0,25233.0,0,0.0,1.391304347826087,1.418459953235842,1097.0869565217392,Fall,0,1,1,1
608850,0,2,0,5,11,19,8,4,19,27361,27361.0,536,96,27361.0,536,0.019589927268740176,1.0526315789473684,1.4546251964474983,1440.0526315789473,Fall,1,1,1,1
788091,0,0,0,5,9,19,9,3,19,31757,31757.0,1175,212,31757.0,1175,0.03699971659791542,1.0526315789473684,0.7333186384104292,1671.421052631579,Fall,1,1,1,1
484894,0,6,0,7,13,19,7,5,19,20415,20415.0,415,75,20415.0,415,0.02032819005633113,1.4736842105263157,2.2158216997305904,1074.4736842105262,Fall,1,1,1,1
252476,0,4,0,3,5,10,7,5,10,16809,16809.0,717,129,16809.0,717,0.04265572014991969,1.2,0.7967160449759058,1680.9,Fall,1,1,1,1
512071,0,72,0,7,15,23,8,4,23,41334,41334.0,0,0,41334.0,0,0.0,1.2173913043478262,1.4716214254608797,1797.1304347826087,Fall,1,1,1,1
789004,2,7,2,2,7,11,6,6,11,14917,14917.0,392,71,14917.0,392,0.02627874237447208,0.7272727272727273,0.8897231346785547,1356.090909090909,Spring,1,1,1,1
948325,0,72,0,5,12,12,5,7,12,12826,12826.0,0,0,12826.0,0,0.0,1.6666666666666667,1.7480118509278029,1068.8333333333333,Fall,0,1,0,1
210416,0,72,0,3,10,19,7,5,19,18569,18569.0,0,0,18569.0,0,0.0,0.631578947368421,0.5240993052937691,977.3157894736842,Summer,1,1,1,1
349153,2,3,2,5,13,25,7,5,25,40326,40326.0,560,101,40326.0,560,0.013886822397460695,0.8,0.28666369091901006,1613.04,Spring,0,1,1,1
328213,0,2,0,2,10,19,6,6,19,36304,36304.0,368,66,36304.0,368,0.010136624063464082,0.42105263157894735,0.4470030850594976,1910.7368421052631,Fall,0,1,1,1
554104,0,10,0,3,3,11,4,8,11,18095,18095.0,499,90,18095.0,499,0.027576678640508428,1.0909090909090908,1.1797734180712904,1645.0,Winter,1,0,1,1
260622,0,0,0,1,2,6,5,7,6,9566,9566.0,1325,239,9566.0,1325,0.13851139452226635,0.6666666666666666,0.7555927242316538,1594.3333333333333,Spring,1,1,1,1
692671,0,72,0,3,8,12,4,8,12,20859,20859.0,0,0,20859.0,0,0.0,1.0,0.7007047317704588,1738.25,Fall,1,1,1,1
725807,0,72,0,3,11,20,7,5,20,27775,27775.0,0,0,27775.0,0,0.0,0.6,0.6415841584158416,1388.75,Summer,1,1,1,1
308991,0,72,0,5,8,16,7,5,16,19946,19946.0,0,0,19946.0,0,0.0,1.25,1.62558909054447,1246.625,Spring,1,1,1,1
330365,1,72,1,7,8,15,6,6,15,25971,25971.0,0,0,25971.0,0,0.0,1.8666666666666667,2.487389780909476,1731.4,Fall,1,1,1,1
873488,0,0,0,4,7,12,5,7,12,18192,18192.0,454,82,18192.0,454,0.024956024626209324,1.3333333333333333,0.701627088830255,1516.0,Fall,1,1,1,1
278898,0,72,0,4,15,21,7,5,21,36906,36906.0,0,0,36906.0,0,0.0,0.7619047619047619,0.7793854657779223,1757.4285714285713,Summer,0,1,1,1
597209,2,72,2,4,8,23,7,5,23,44356,44356.0,0,0,44356.0,0,0.0,0.6956521739130435,0.547569663630625,1928.5217391304348,Spring,1,1,1,1
941064,5,72,5,0,5,9,4,8,9,13559,13559.0,0,0,13559.0,0,0.0,0.0,0.0,1506.5555555555557,Winter,1,1,1,0
347466,0,8,0,2,11,18,8,4,18,22223,22223.0,569,102,22223.0,569,0.025604103856365027,0.4444444444444444,0.7325743598974036,1234.611111111111,Summer,1,1,1,1
448654,0,10,0,1,1,11,6,6,11,24429,24429.0,420,76,24429.0,420,0.017192680830160876,0.36363636363636365,0.40787588521838797,2220.818181818182,Spring,1,0,1,1
423432,1,6,1,4,9,21,6,6,21,40516,40516.0,619,111,40516.0,619,0.015277914897818146,0.7619047619047619,0.7613782209497483,1929.3333333333333,Spring,1,1,1,1
810338,0,72,0,3,5,10,7,5,10,16661,16661.0,0,0,16661.0,0,0.0,1.2,1.1855230778464678,1666.1,Fall,1,1,1,1
349001,0,6,0,3,12,21,8,4,21,28911,28911.0,523,94,28911.0,523,0.018090000345889107,0.5714285714285714,0.5138528587734772,1376.7142857142858,Spring,1,1,1,1
748649,0,1,0,3,14,23,6,6,23,32934,32934.0,910,164,32934.0,910,0.02763101961498755,0.5217391304347826,0.3530697759154673,1431.9130434782608,Spring,1,1,1,1
963814,0,72,0,3,12,20,9,3,20,25804,25804.0,0,0,25804.0,0,0.0,0.6,0.470624709347388,1290.2,Spring,1,1,1,1
999498,0,1,0,2,8,13,5,7,13,14093,14093.0,1090,196,14093.0,1090,0.0773433619527425,0.6153846153846154,0.8378627687504435,1084.076923076923,Spring,0,1,1,1
870857,0,2,0,7,17,29,8,4,29,45853,45853.0,652,117,45853.0,652,0.014219353150284605,0.9655172413793104,0.5474887139336576,1581.1379310344828,Spring,1,1,1,1
640588,0,72,0,3,8,8,2,10,8,8327,8327.0,0,0,8327.0,0,0.0,1.5,1.3603938993635163,1040.875,Fall,0,1,0,1
310853,1,1,1,1,6,12,6,6,12,19240,19240.0,367,66,19240.0,367,0.019074844074844076,0.3333333333333333,0.4180873180873181,1603.3333333333333,Spring,1,1,1,1
579710,0,72,0,1,2,2,2,10,2,2332,2332.0,0,0,2332.0,0,0.0,2.0,1.3687821612349915,1166.0,Fall,0,1,0,1
426533,0,72,0,6,19,19,5,7,19,33117,33117.0,0,0,33117.0,0,0.0,1.263157894736842,1.063502128816016,1743.0,Summer,0,1,0,1
309277,0,72,0,7,7,13,5,7,13,20862,20862.0,0,0,20862.0,0,0.0,2.1538461538461537,2.7730802415875755,1604.7692307692307,Fall,1,0,1,1
850092,0,5,0,5,11,11,5,7,11,15834,15834.0,777,140,15834.0,777,0.04907161803713528,1.8181818181818181,2.3258810155361878,1439.4545454545455,Fall,0,1,0,1
218277,0,1,0,9,21,26,7,5,26,38704,38704.0,1150,207,38704.0,1150,0.029712691194708558,1.3846153846153846,1.3511781727986771,1488.6153846153845,Fall,1,1,1,1
232703,1,72,1,4,13,22,9,3,22,32395,32395.0,0,0,32395.0,0,0.0,0.7272727272727273,0.5820651335082574,1472.5,Summer,1,1,1,1
987425,3,5,3,0,11,21,5,7,21,27188,27188.0,728,131,27188.0,728,0.026776519052523172,0.0,0.0,1294.6666666666667,Spring,0,1,1,0
553453,5,2,2,0,1,5,4,8,5,5852,5852.0,446,80,5852.0,446,0.07621326042378673,0.0,0.0,1170.4,Spring,1,1,1,0
738467,1,72,1,2,16,21,6,6,21,33318,33318.0,0,0,33318.0,0,0.0,0.38095238095238093,0.3695299837925446,1586.5714285714287,Summer,1,1,1,1
862096,0,1,0,5,8,14,6,6,14,17513,17513.0,1108,199,17513.0,1108,0.06326728715811111,1.4285714285714286,1.7299149203448867,1250.9285714285713,Fall,1,1,1,1
420738,1,8,1,1,3,9,6,6,9,8336,8336.0,663,119,8336.0,663,0.07953454894433781,0.4444444444444444,0.6161228406909789,926.2222222222222,Spring,1,1,1,1
106978,0,7,0,4,5,19,7,5,19,32866,32866.0,386,69,32866.0,386,0.011744660135094018,0.8421052631578947,0.8927158765897888,1729.7894736842106,Spring,1,1,1,1
985183,2,6,2,3,16,22,6,6,22,24080,24080.0,452,81,24080.0,452,0.018770764119601328,0.5454545454545454,0.4883720930232558,1094.5454545454545,Summer,1,1,1,1
224740,1,0,0,7,22,34,9,3,34,41281,41281.0,1876,338,41281.0,1876,0.04544463554661951,0.8235294117647058,0.6808943581793077,1214.1470588235295,Spring,1,1,1,1
440885,1,5,1,2,12,21,8,4,21,34174,34174.0,483,87,34174.0,483,0.01413355182302335,0.38095238095238093,0.4934745713115234,1627.3333333333333,Spring,1,1,1,1
590246,0,2,0,7,13,23,10,2,23,29425,29425.0,1528,275,29425.0,1528,0.051928632115548004,1.2173913043478262,0.7771622769753611,1279.3478260869565,Fall,1,1,1,1
519984,0,72,0,10,10,21,6,6,21,32159,32159.0,0,0,32159.0,0,0.0,1.9047619047619047,1.4749214838769862,1531.3809523809523,Fall,1,0,1,1
413815,0,1,0,8,10,18,8,4,18,25659,25659.0,1271,229,25659.0,1271,0.049534276472192995,1.7777777777777777,1.2530496122218324,1425.5,Fall,1,1,1,1
499658,2,6,2,2,9,16,6,6,16,26894,26894.0,905,163,26894.0,905,0.0336506283929501,0.5,0.20108574403212612,1680.875,Spring,1,1,1,1
213723,0,72,0,7,14,21,9,3,21,31510,31510.0,0,0,31510.0,0,0.0,1.3333333333333333,1.6015233259282768,1500.4761904761904,Fall,1,1,1,1
232203,7,72,7,0,0,5,2,10,5,9753,9753.0,0,0,9753.0,0,0.0,0.0,0.0,1950.6,Spring,1,0,1,0
986143,1,7,1,1,3,13,5,7,13,20363,20363.0,464,84,20363.0,464,0.022786426361538083,0.3076923076923077,0.3637970829445563,1566.3846153846155,Spring,1,1,1,1
494899,1,1,1,5,9,18,8,4,18,35584,35584.0,489,88,35584.0,489,0.013742131294964028,1.1111111111111112,1.1335431654676258,1976.888888888889,Fall,1,1,1,1
628669,5,5,5,0,2,15,6,6,15,20352,20352.0,1142,205,20352.0,1142,0.0561124213836478,0.0,0.0,1356.8,Spring,1,1,1,0
979639,0,1,0,8,24,24,6,6,24,43859,43859.0,501,90,43859.0,501,0.011422969059942088,1.3333333333333333,1.5543446043001437,1827.4583333333333,Fall,0,1,0,1
220616,0,3,0,4,18,35,10,2,35,52477,52477.0,409,74,52477.0,409,0.007793890656859196,0.45714285714285713,0.6151266269032147,1499.3428571428572,Spring,1,1,1,1
840038,1,72,1,1,4,9,5,7,9,14674,14674.0,0,0,14674.0,0,0.0,0.4444444444444444,0.4991140793239744,1630.4444444444443,Spring,1,1,1,1
986288,0,2,0,5,12,22,8,4,22,35070,35070.0,544,98,35070.0,544,0.015511833475905332,0.9090909090909091,0.7426290276589678,1594.090909090909,Summer,1,1,1,1
638162,0,72,0,3,10,16,6,6,16,24077,24077.0,0,0,24077.0,0,0.0,0.75,1.0084312829671471,1504.8125,Fall,1,1,1,1
208649,1,9,1,3,9,17,8,4,17,26269,26269.0,331,60,26269.0,331,0.012600403517454034,0.7058823529411765,0.8084053447028817,1545.235294117647,Fall,1,1,1,1
623861,0,72,0,5,6,7,4,8,7,9487,9487.0,0,0,9487.0,0,0.0,2.857142857142857,2.9670074839253715,1355.2857142857142,Fall,0,1,1,1
216269,0,1,0,2,18,26,9,3,26,43489,43489.0,929,168,43489.0,929,0.021361723654257397,0.3076923076923077,0.3271631906918991,1672.6538461538462,Summer,1,1,1,1
817158,0,72,0,5,9,12,6,6,12,21445,21445.0,0,0,21445.0,0,0.0,1.6666666666666667,1.8152483096292842,1787.0833333333333,Fall,0,1,1,1
937645,0,72,0,8,10,16,5,7,16,24074,24074.0,0,0,24074.0,0,0.0,2.0,1.817064052504777,1504.625,Fall,1,1,1,1
181082,0,4,0,9,22,40,10,2,40,54639,54639.0,1297,233,54639.0,1297,0.023737623309357785,0.9,0.8254177419059646,1365.975,Fall,1,1,1,1
721225,2,72,2,1,9,11,5,7,11,19585,19585.0,0,0,19585.0,0,0.0,0.36363636363636365,0.29982129180495276,1780.4545454545455,Summer,1,1,0,1
723978,0,10,0,6,9,15,6,6,15,15600,15600.0,394,71,15600.0,394,0.025256410256410258,1.6,1.057948717948718,1040.0,Fall,0,1,1,1
742493,0,0,0,8,10,19,8,4,19,32432,32432.0,1504,270,32432.0,1504,0.046373951652688705,1.6842105263157894,1.5569807597434633,1706.9473684210527,Fall,1,1,1,1
298232,1,72,1,2,8,11,4,8,11,17623,17623.0,0,0,17623.0,0,0.0,0.7272727272727273,0.9342336719060319,1602.090909090909,Summer,0,1,1,1
348065,4,0,0,0,3,8,3,9,8,10291,10291.0,1240,223,10291.0,1240,0.12049363521523661,0.0,0.0,1286.375,Spring,0,1,1,0
967017,0,2,0,7,14,26,10,2,26,37971,37971.0,411,74,37971.0,411,0.010824049932843485,1.0769230769230769,1.1635195280608885,1460.423076923077,Fall,1,1,1,1
456887,1,6,1,1,10,20,6,6,20,30596,30596.0,521,94,30596.0,521,0.017028369721532228,0.2,0.19950320303307623,1529.8,Spring,1,1,1,1
527773,3,72,3,0,2,3,3,9,3,3417,3417.0,0,0,3417.0,0,0.0,0.0,0.0,1139.0,Summer,1,1,0,0
605127,0,3,0,5,10,18,8,4,18,28619,28619.0,630,113,28619.0,630,0.022013347775953037,1.1111111111111112,1.141619204025298,1589.9444444444443,Fall,1,1,1,1
728837,0,72,0,3,9,16,7,5,16,23339,23339.0,0,0,23339.0,0,0.0,0.75,0.466858048759587,1458.6875,Summer,1,1,1,1
877251,1,10,1,6,20,28,9,3,28,40448,40448.0,549,99,40448.0,549,0.013572982594936708,0.8571428571428571,0.6473496835443038,1444.5714285714287,Summer,1,1,1,1
820542,0,72,0,2,13,13,5,7,13,20702,20702.0,0,0,20702.0,0,0.0,0.6153846153846154,0.620229929475413,1592.4615384615386,Summer,0,1,0,1
434136,1,1,1,6,18,26,8,4,26,42847,42847.0,1584,286,42847.0,1584,0.036968749270660725,0.9230769230769231,0.5799239153266273,1647.9615384615386,Spring,1,1,1,1
781970,0,72,0,2,7,17,7,5,17,24714,24714.0,0,0,24714.0,0,0.0,0.47058823529411764,0.6749210973537266,1453.764705882353,Spring,1,1,1,1
737474,4,2,2,0,7,17,6,6,17,34653,34653.0,582,105,34653.0,582,0.016795082676824516,0.0,0.0,2038.4117647058824,Spring,1,1,1,0
540966,0,72,0,3,4,10,6,6,10,16310,16310.0,0,0,16310.0,0,0.0,1.2,1.3868792152053955,1631.0,Spring,1,1,1,1
470334,0,1,0,4,16,20,9,3,20,32565,32565.0,1054,190,32565.0,1054,0.03236603715645632,0.8,0.8717334561645939,1628.25,Fall,0,1,1,1
247103,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
420434,0,2,0,6,12,18,7,5,18,19902,19902.0,483,87,19902.0,483,0.0242689176967139,1.3333333333333333,1.0226107928851371,1105.6666666666667,Fall,1,1,1,1
617960,2,5,2,2,4,13,5,7,13,22435,22435.0,628,113,22435.0,628,0.02799197682193002,0.6153846153846154,0.2934700245152663,1725.7692307692307,Spring,1,1,1,1
911372,4,72,4,0,4,15,4,8,15,27319,27319.0,0,0,27319.0,0,0.0,0.0,0.0,1821.2666666666667,Spring,1,1,1,0
375890,0,0,0,6,17,25,9,3,25,31347,31347.0,871,157,31347.0,871,0.027785753022617793,0.96,0.8013526015248668,1253.88,Fall,1,1,1,1
875657,0,3,0,1,10,16,6,6,16,27975,27975.0,777,140,27975.0,777,0.02777479892761394,0.25,0.34873994638069705,1748.4375,Summer,1,1,1,1
877595,0,72,0,9,14,14,5,7,14,16706,16706.0,0,0,16706.0,0,0.0,2.5714285714285716,2.101280976894529,1193.2857142857142,Fall,0,1,0,1
241990,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
470738,0,1,0,5,12,26,10,2,26,45654,45654.0,2404,432,45654.0,2404,0.05265694134139396,0.7692307692307693,0.8425986770053008,1755.923076923077,Fall,1,1,1,1
511862,1,72,1,7,25,36,8,4,36,56320,56320.0,0,0,56320.0,0,0.0,0.7777777777777778,0.9211647727272727,1564.4444444444443,Spring,0,1,1,1
219714,1,72,1,3,10,20,7,5,20,31378,31378.0,0,0,31378.0,0,0.0,0.6,0.4929568487475301,1568.9,Fall,1,1,1,1
411094,2,4,2,1,7,17,6,6,17,22636,22636.0,1459,263,22636.0,1459,0.06445485068033222,0.23529411764705882,0.25110443541261707,1331.5294117647059,Spring,1,1,1,1
824917,0,72,0,8,11,21,8,4,21,35801,35801.0,0,0,35801.0,0,0.0,1.5238095238095237,1.344878634675009,1704.8095238095239,Fall,1,1,1,1
109660,0,2,0,4,9,13,6,6,13,18837,18837.0,890,160,18837.0,890,0.047247438551786376,1.2307692307692308,1.770133248394118,1449.0,Summer,1,1,1,1
202358,0,1,0,6,9,19,7,5,19,36749,36749.0,589,106,36749.0,589,0.016027647010803014,1.263157894736842,1.217121554328009,1934.157894736842,Fall,1,1,1,1
924132,1,72,1,3,10,22,8,4,22,37104,37104.0,0,0,37104.0,0,0.0,0.5454545454545454,0.7965717981888745,1686.5454545454545,Spring,1,1,1,1
177518,0,5,0,4,13,24,7,5,24,35219,35219.0,633,114,35219.0,633,0.01797325307362503,0.6666666666666666,0.7332405803685511,1467.4583333333333,Spring,0,1,1,1
304824,1,72,1,4,8,8,4,8,8,8316,8316.0,0,0,8316.0,0,0.0,2.0,2.347282347282347,1039.5,Fall,0,1,0,1
677322,1,5,1,5,14,19,8,4,19,34645,34645.0,1405,253,34645.0,1405,0.04055419252417376,1.0526315789473684,1.3038533698946457,1823.421052631579,Summer,1,1,1,1
817066,1,72,1,6,14,18,6,6,18,35886,35886.0,0,0,35886.0,0,0.0,1.3333333333333333,1.4831410577941258,1993.6666666666667,Fall,1,1,0,1
237018,0,72,0,5,13,19,8,4,19,34493,34493.0,0,0,34493.0,0,0.0,1.0526315789473684,1.2370046096309395,1815.421052631579,Fall,1,1,1,1
893376,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
579890,0,72,0,3,10,23,7,5,23,36712,36712.0,0,0,36712.0,0,0.0,0.5217391304347826,0.6042710830246241,1596.1739130434783,Spring,0,1,1,1
855922,0,72,0,3,15,25,8,4,25,37562,37562.0,0,0,37562.0,0,0.0,0.48,0.45684468345668494,1502.48,Spring,1,1,1,1
386790,0,7,0,1,8,15,6,6,15,23796,23796.0,491,88,23796.0,491,0.020633719952933265,0.26666666666666666,0.2225584131786855,1586.4,Summer,1,1,1,1
399917,72,72,72,0,0,0,0,12,0,0,0.0,0,0,0.0,0,0.0,1.0,1.0,0.0,None,0,0,0,0
455651,2,72,2,1,6,19,6,6,19,19642,19642.0,0,0,19642.0,0,0.0,0.21052631578947367,0.4995417981875573,1033.7894736842106,Spring,1,1,1,1
488549,0,10,0,7,18,25,8,4,25,29333,29333.0,511,92,29333.0,511,0.01742065250741486,1.12,1.1172399686360073,1173.32,Summer,1,1,1,1
626542,0,0,0,6,12,20,8,4,20,28707,28707.0,1435,258,28707.0,1435,0.049987807851743477,1.2,0.792698644929808,1435.35,Fall,1,1,1,1
854077,3,9,3,0,5,11,6,6,11,12150,12150.0,385,69,12150.0,385,0.03168724279835391,0.0,0.0,1104.5454545454545,Spring,1,1,1,0
854704,4,72,4,0,6,14,4,8,14,24294,24294.0,0,0,24294.0,0,0.0,0.0,0.0,1735.2857142857142,Spring,1,1,1,0
310396,0,8,0,3,14,22,8,4,22,41878,41878.0,804,145,41878.0,804,0.019198624576149768,0.5454545454545454,0.37442093700749796,1903.5454545454545,Summer,1,1,1,1
319469,4,72,4,0,3,3,2,10,3,4375,4375.0,0,0,4375.0,0,0.0,0.0,0.0,1458.3333333333333,Summer,0,1,0,0
957419,2,7,2,1,1,5,4,8,5,6088,6088.0,904,163,6088.0,904,0.14848883048620237,0.8,0.46254927726675427,1217.6,Spring,1,0,1,1
201276,0,72,0,1,5,6,3,9,6,12678,12678.0,0,0,12678.0,0,0.0,0.6666666666666666,0.538570752484619,2113.0,Fall,0,1,1,1
765481,1,8,1,1,13,17,7,5,17,23292,23292.0,439,79,23292.0,439,0.01884767302077967,0.23529411764705882,0.29881504379185986,1370.1176470588234,Summer,1,1,1,1
325935,0,72,0,7,10,14,5,7,14,22062,22062.0,0,0,22062.0,0,0.0,2.0,1.6564228084489168,1575.857142857143,Fall,0,1,1,1
982969,0,2,0,3,6,20,10,2,20,26195,26195.0,1039,187,26195.0,1039,0.039664058026340904,0.6,0.6057644588661958,1309.75,Fall,1,1,1,1
293496,0,9,0,3,9,20,6,6,20,30048,30048.0,541,97,30048.0,541,0.018004526091586794,0.6,0.43809904153354634,1502.4,Summer,1,1,1,1
501552,0,5,0,4,16,26,9,3,26,44640,44640.0,478,86,44640.0,478,0.010707885304659498,0.6153846153846154,0.5956989247311828,1716.923076923077,Spring,1,1,1,1
515049,0,72,0,4,11,24,9,3,24,40062,40062.0,0,0,40062.0,0,0.0,0.6666666666666666,0.8327093005840946,1669.25,Summer,1,1,1,1
641384,6,72,6,0,0,7,3,9,7,12531,12531.0,0,0,12531.0,0,0.0,0.0,0.0,1790.142857142857,Spring,1,0,1,0
734801,0,0,0,6,12,27,8,4,27,39456,39456.0,536,96,39456.0,536,0.013584752635847526,0.8888888888888888,0.8780413625304136,1461.3333333333333,Spring,1,1,1,1
833683,1,72,1,1,7,11,5,7,11,19588,19588.0,0,0,19588.0,0,0.0,0.36363636363636365,0.2720032673065142,1780.7272727272727,Spring,1,1,1,1
880849,1,72,1,4,10,15,6,6,15,19746,19746.0,0,0,19746.0,0,0.0,1.0666666666666667,1.6773017319963537,1316.4,Fall,1,1,1,1
960708,0,4,0,4,13,19,7,5,19,21384,21384.0,1218,219,21384.0,1218,0.05695847362514029,0.8421052631578947,1.3273475495697717,1125.4736842105262,Fall,1,1,1,1
247607,0,6,0,4,8,13,7,5,13,20228,20228.0,696,125,20228.0,696,0.034407751631402014,1.2307692307692308,0.6345659481906268,1556.0,Fall,1,1,1,1
390350,1,72,1,2,2,17,7,5,17,21908,21908.0,0,0,21908.0,0,0.0,0.47058823529411764,0.715172539711521,1288.7058823529412,Spring,1,0,1,1
924089,2,10,2,3,7,15,6,6,15,18128,18128.0,310,56,18128.0,310,0.01710061782877317,0.8,0.8181818181818182,1208.5333333333333,Spring,1,1,1,1
410702,0,72,0,3,7,12,6,6,12,23721,23721.0,0,0,23721.0,0,0.0,1.0,0.874499388727288,1976.75,Fall,1,1,1,1
548335,2,7,2,4,12,22,7,5,22,30160,30160.0,893,161,30160.0,893,0.02960875331564987,0.7272727272727273,0.5246684350132625,1370.909090909091,Spring,1,1,1,1
502848,0,2,0,7,13,23,7,5,23,39172,39172.0,748,134,39172.0,748,0.019095272133156337,1.2173913043478262,1.751965689778413,1703.1304347826087,Spring,1,1,1,1
396997,0,7,0,10,12,22,7,5,22,37615,37615.0,888,159,37615.0,888,0.023607603349727502,1.8181818181818181,1.8039611856971953,1709.7727272727273,Fall,1,1,1,1
129030,1,2,1,4,13,22,7,5,22,33502,33502.0,1065,191,33502.0,1065,0.03178914691660199,0.7272727272727273,0.5760850098501582,1522.8181818181818,Spring,0,1,1,1
329039,0,72,0,5,10,16,7,5,16,20201,20201.0,0,0,20201.0,0,0.0,1.25,1.4145834364635415,1262.5625,Fall,1,1,1,1
521576,1,72,1,5,10,12,5,7,12,17617,17617.0,0,0,17617.0,0,0.0,1.6666666666666667,1.8416302435147869,1468.0833333333333,Fall,1,1,0,1
111329,3,5,3,0,12,16,6,6,16,22777,22777.0,1067,192,22777.0,1067,0.04684550204153313,0.0,0.0,1423.5625,Summer,1,1,1,0
454327,3,72,3,0,4,7,4,8,7,11163,11163.0,0,0,11163.0,0,0.0,0.0,0.0,1594.7142857142858,Spring,0,1,1,0
747395,0,6,0,4,16,29,9,3,29,47288,47288.0,835,150,47288.0,835,0.017657756724750465,0.5517241379310345,0.7241583488411436,1630.6206896551723,Spring,1,1,1,1
965605,0,1,0,10,18,33,9,3,33,47838,47838.0,1105,199,47838.0,1105,0.023098791755508174,1.2121212121212122,1.233161921485012,1449.6363636363637,Fall,1,1,1,1
989816,0,72,0,7,11,23,8,4,23,26991,26991.0,0,0,26991.0,0,0.0,1.2173913043478262,0.832573820903264,1173.5217391304348,Fall,1,1,1,1
131893,1,72,1,2,6,17,5,7,17,28561,28561.0,0,0,28561.0,0,0.0,0.47058823529411764,0.5369559889359616,1680.0588235294117,Spring,1,1,1,1
900894,0,7,0,3,11,20,7,5,20,27817,27817.0,785,141,27817.0,785,0.028220153143761008,0.6,0.6440665779918755,1390.85,Summer,1,1,1,1
277367,0,8,0,5,17,20,7,5,20,25040,25040.0,378,68,25040.0,378,0.015095846645367412,1.0,1.6761980830670926,1252.0,Summer,1,1,1,1
114414,2,72,2,4,13,20,7,5,20,33856,33856.0,0,0,33856.0,0,0.0,0.8,1.1578449905482042,1692.8,Spring,1,1,1,1
807152,1,72,1,6,9,18,5,7,18,24892,24892.0,0,0,24892.0,0,0.0,1.3333333333333333,1.033745781777278,1382.888888888889,Fall,0,1,1,1
