Loyalty Number,education_ordinal,loyalty_card_ordinal,is_married,is_single,is_male,is_promo_enrollment,tenure_months,salary_imputed,province_Alberta,province_British Columbia,province_Manitoba,province_New Brunswick,province_Newfoundland,province_Nova Scotia,province_Ontario,province_Prince Edward Island,province_Quebec,province_Saskatchewan,province_Yukon
716360,3,2,1,0,1,0,17,88282.0,0,0,1,0,0,0,0,0,0,0,0
687589,2,2,0,0,1,0,65,74161.0,0,0,0,0,0,0,0,0,1,0,0
619268,3,2,1,0,0,0,40,90945.0,0,0,0,0,0,0,0,0,1,0,0
923234,3,2,1,0,1,0,36,90945.0,0,1,0,0,0,0,0,0,0,0,0
138204,2,2,0,1,1,0,16,74161.0,0,0,0,0,0,0,0,0,1,0,0
678493,3,2,0,0,0,0,65,88919.0,0,0,0,1,0,0,0,0,0,0,0
781355,3,2,0,0,1,0,52,88919.0,0,0,0,0,0,0,0,0,1,0,0
391034,3,2,0,0,1,0,57,63362.0,0,0,0,0,0,0,1,0,0,0,0
273414,5,2,0,0,1,0,49,190674.0,0,0,0,0,0,0,0,0,1,0,0
515023,1,2,0,1,1,0,61,72183.0,0,0,0,0,0,0,1,0,0,0,0
746536,1,2,0,1,0,0,65,72183.0,0,1,0,0,0,0,0,0,0,0,0
864288,3,2,1,0,1,0,25,89394.0,0,1,0,0,0,0,0,0,0,0,0
724723,2,2,0,1,1,0,5,74161.0,0,0,0,0,0,0,1,0,0,0,0
772152,3,2,0,1,0,0,48,51982.0,0,0,0,0,0,0,1,0,0,0,0
413088,5,2,1,0,1,0,38,266870.0,0,0,0,0,0,0,0,0,1,0,0
140290,3,2,1,0,1,0,24,81816.0,1,0,0,0,0,0,0,0,0,0,0
994571,3,2,1,0,1,0,13,81816.0,0,0,0,0,0,0,1,0,0,0,0
575948,1,2,1,0,0,0,42,54473.0,0,0,0,0,0,0,0,0,1,0,0
192250,3,2,1,0,1,0,38,89900.0,0,0,0,0,0,0,1,0,0,0,0
758389,2,2,0,1,0,0,33,74161.0,0,1,0,0,0,0,0,0,0,0,0
870764,2,2,0,1,1,0,33,74161.0,0,0,0,0,0,0,1,0,0,0,0
817245,3,2,0,1,0,0,50,49816.0,0,0,0,0,0,1,0,0,0,0,0
523170,4,2,0,0,1,0,59,94014.0,0,0,0,0,0,0,1,0,0,0,0
239956,2,2,0,1,0,0,10,74161.0,0,0,1,0,0,0,0,0,0,0,0
918807,2,2,0,1,1,0,39,74161.0,0,0,0,0,0,0,0,0,1,0,0
702048,2,2,0,0,1,0,21,74161.0,0,0,0,0,0,0,1,0,0,0,0
181830,2,2,0,1,0,0,19,74161.0,0,0,0,0,0,0,0,0,1,0,0
362680,2,2,0,1,1,0,45,74161.0,0,1,0,0,0,0,0,0,0,0,0
347850,3,2,1,0,0,0,45,62937.0,0,0,0,0,0,1,0,0,0,0,0
808498,3,2,1,0,0,0,52,89210.0,0,0,0,1,0,0,0,0,0,0,0
450323,2,2,1,0,1,0,35,74161.0,0,0,0,1,0,0,0,0,0,0,0
756481,2,2,1,0,0,0,20,74161.0,0,0,0,0,0,0,0,0,1,0,0
442838,3,2,1,0,1,0,59,79531.0,0,1,0,0,0,0,0,0,0,0,0
336037,2,2,0,1,1,0,8,74161.0,0,0,0,0,0,0,0,0,1,0,0
479198,3,2,1,0,1,0,13,60184.0,0,1,0,0,0,0,0,0,0,0,0
152406,3,2,0,1,1,0,41,73521.0,0,0,0,0,0,1,0,0,0,0,0
447925,3,2,0,1,0,0,64,73521.0,0,0,0,0,0,0,0,0,0,1,0
884691,3,2,0,1,0,0,12,96566.0,0,0,0,0,0,0,0,0,1,0,0
197608,2,2,0,1,1,0,42,74161.0,0,0,0,0,0,0,0,0,0,1,0
153003,3,2,1,0,1,0,10,79483.0,0,0,0,1,0,0,0,0,0,0,0
199405,3,2,1,0,1,0,42,79483.0,0,0,0,0,0,0,0,0,1,0,0
992985,1,2,0,1,0,0,35,59061.0,0,0,0,0,0,0,1,0,0,0,0
737949,3,2,1,0,0,0,8,62108.0,0,1,0,0,0,0,0,0,0,0,0
846046,3,2,1,0,1,0,57,62108.0,0,0,0,0,0,0,1,0,0,0,0
379506,5,2,1,0,0,0,42,155273.0,1,0,0,0,0,0,0,0,0,0,0
423941,2,2,0,1,0,0,25,74161.0,1,0,0,0,0,0,0,0,0,0,0
798954,3,2,1,0,0,0,52,54714.0,0,0,0,0,0,0,1,0,0,0,0
196367,3,2,1,0,1,0,49,96481.0,0,0,0,0,0,0,1,0,0,0,0
573649,3,2,1,0,1,0,60,96481.0,0,1,0,0,0,0,0,0,0,0,0
337235,3,2,1,0,0,0,46,71120.0,0,1,0,0,0,0,0,0,0,0,0
706820,3,2,1,0,0,0,16,71120.0,0,0,0,0,0,0,0,0,1,0,0
620406,2,2,0,1,0,0,64,74161.0,0,1,0,0,0,0,0,0,0,0,0
502943,3,2,0,0,1,0,58,56358.0,0,0,0,0,0,0,1,0,0,0,0
686769,3,2,0,0,1,0,43,47715.0,0,0,0,1,0,0,0,0,0,0,0
690671,3,2,0,0,0,0,14,47715.0,0,0,0,0,0,0,1,0,0,0,0
974041,2,2,0,1,0,0,17,74161.0,0,0,0,1,0,0,0,0,0,0,0
235398,3,2,1,0,1,0,62,47445.0,0,0,0,0,0,0,1,0,0,0,0
514632,3,2,1,0,0,0,15,86543.0,0,0,0,0,0,0,1,0,0,0,0
581079,3,2,1,0,1,0,65,86543.0,1,0,0,0,0,0,0,0,0,0,0
324242,3,2,0,1,0,0,42,103058.0,0,0,0,0,0,0,0,0,1,0,0
669066,3,2,0,1,0,0,14,103058.0,0,0,0,1,0,0,0,0,0,0,0
779882,5,2,0,1,1,0,52,199831.0,0,0,0,0,1,0,0,0,0,0,0
299454,2,2,1,0,1,0,40,74161.0,0,0,0,0,0,0,1,0,0,0,0
429354,3,2,1,0,0,0,20,88606.0,0,1,0,0,0,0,0,0,0,0,0
708230,3,2,1,0,0,0,48,56088.0,0,0,0,0,0,0,1,0,0,0,0
224664,3,2,1,0,0,0,50,94534.0,0,0,0,0,0,0,0,0,1,0,0
873116,3,2,1,0,0,0,48,94534.0,0,0,0,1,0,0,0,0,0,0,0
851563,3,2,0,0,0,0,5,96873.0,0,0,0,0,0,0,1,0,0,0,0
977080,3,2,0,0,0,0,47,96873.0,0,1,0,0,0,0,0,0,0,0,0
973060,3,2,1,0,0,0,19,48743.0,0,0,0,0,0,0,1,0,0,0,0
248433,2,2,1,0,0,0,26,74161.0,0,1,0,0,0,0,0,0,0,0,0
314108,2,2,1,0,1,0,40,74161.0,0,0,0,0,0,0,1,0,0,0,0
358201,2,2,1,0,0,0,11,74161.0,0,1,0,0,0,0,0,0,0,0,0
480158,2,2,1,0,1,0,29,74161.0,0,0,0,0,0,0,0,0,1,0,0
824990,2,2,1,0,1,0,23,74161.0,0,0,0,0,0,0,1,0,0,0,0
992002,2,2,1,0,1,0,27,74161.0,0,1,0,0,0,0,0,0,0,0,0
384744,3,2,0,1,0,0,29,91387.0,0,0,0,0,0,0,0,0,1,0,0
611356,3,2,1,0,1,0,66,67072.0,0,0,0,0,0,1,0,0,0,0,0
133859,3,2,1,0,1,0,46,62681.0,0,1,0,0,0,0,0,0,0,0,0
692129,2,2,0,1,0,0,29,74161.0,0,1,0,0,0,0,0,0,0,0,0
946998,3,2,0,1,1,0,60,74970.0,0,0,0,0,0,0,1,0,0,0,0
973524,3,2,1,0,0,0,64,72779.0,0,1,0,0,0,0,0,0,0,0,0
316290,2,2,0,1,1,0,20,74161.0,0,0,0,0,0,0,1,0,0,0,0
338838,2,2,0,1,0,0,23,74161.0,0,0,0,1,0,0,0,0,0,0,0
413115,2,2,0,1,1,0,61,74161.0,0,0,0,0,0,0,0,0,1,0,0
588789,3,2,1,0,0,0,20,75551.0,0,0,0,0,0,0,1,0,0,0,0
686044,3,2,1,0,0,0,55,75551.0,0,1,0,0,0,0,0,0,0,0,0
820341,3,2,1,0,1,0,64,54720.0,0,0,0,0,0,0,0,0,1,0,0
192115,3,2,0,1,0,0,45,63580.0,0,0,0,1,0,0,0,0,0,0,0
548682,3,2,1,0,0,0,9,75891.0,0,0,0,0,0,1,0,0,0,0,0
962657,2,2,0,0,1,0,7,74161.0,0,0,0,0,0,0,0,0,1,0,0
139511,3,2,1,0,1,0,62,70018.0,0,0,0,0,0,0,1,0,0,0,0
922000,3,2,0,1,0,0,20,52461.0,0,0,0,0,0,0,0,0,1,0,0
681328,3,2,0,0,0,0,5,53638.0,0,1,0,0,0,0,0,0,0,0,0
610684,2,2,1,0,1,0,59,74161.0,0,0,0,0,0,0,1,0,0,0,0
766775,2,2,1,0,0,0,17,74161.0,0,0,0,0,0,0,0,0,0,1,0
998072,4,2,1,0,0,0,40,97206.0,0,0,0,0,0,0,1,0,0,0,0
570806,3,2,1,0,0,0,26,74504.0,0,1,0,0,0,0,0,0,0,0,0
801368,3,2,1,0,0,0,48,74530.0,0,0,0,0,0,0,0,0,1,0,0
348672,2,2,0,1,0,0,55,74161.0,0,0,0,0,0,0,1,0,0,0,0
438526,2,2,0,1,1,0,33,74161.0,0,0,0,0,0,0,0,0,1,0,0
188307,2,2,1,0,0,0,43,74161.0,0,0,0,0,0,0,1,0,0,0,0
215567,2,2,1,0,0,0,34,74161.0,0,1,0,0,0,0,0,0,0,0,0
546025,3,2,0,1,0,0,42,57921.0,0,1,0,0,0,0,0,0,0,0,0
700096,3,2,1,0,0,0,55,69218.0,0,0,0,0,0,0,1,0,0,0,0
815804,3,2,1,0,1,0,19,69218.0,1,0,0,0,0,0,0,0,0,0,0
205087,2,2,1,0,0,0,63,74161.0,0,0,0,0,0,0,0,0,1,0,0
979634,2,2,1,0,0,0,27,74161.0,0,0,1,0,0,0,0,0,0,0,0
546231,3,2,1,0,1,0,25,91238.0,0,0,0,0,0,0,0,0,1,0,0
990918,3,2,1,0,1,0,15,91238.0,0,0,1,0,0,0,0,0,0,0,0
967772,2,2,0,1,0,0,49,74161.0,0,1,0,0,0,0,0,0,0,0,0
949134,3,2,1,0,0,0,53,100256.0,0,0,0,1,0,0,0,0,0,0,0
446403,3,2,1,0,1,0,66,77872.0,0,0,0,0,0,0,1,0,0,0,0
375757,2,2,1,0,1,0,42,74161.0,0,1,0,0,0,0,0,0,0,0,0
652816,3,2,1,0,1,0,46,89557.0,0,1,0,0,0,0,0,0,0,0,0
503673,3,2,1,0,0,0,20,81936.0,0,1,0,0,0,0,0,0,0,0,0
950029,3,2,1,0,1,0,34,81936.0,0,0,0,0,0,0,0,0,1,0,0
511444,3,2,1,0,0,0,21,49977.0,0,0,0,0,0,0,0,0,1,0,0
818995,3,2,1,0,1,0,36,70226.0,0,1,0,0,0,0,0,0,0,0,0
257981,3,2,1,0,0,0,55,61275.0,0,1,0,0,0,0,0,0,0,0,0
203293,3,2,0,0,1,0,50,89345.0,0,1,0,0,0,0,0,0,0,0,0
281305,1,2,0,0,1,0,53,67765.0,0,0,0,0,0,0,1,0,0,0,0
136232,2,2,0,0,1,0,36,74161.0,0,0,0,0,0,0,1,0,0,0,0
348475,5,2,0,0,0,0,40,126281.0,0,0,0,0,0,0,1,0,0,0,0
399514,3,2,0,0,0,0,6,71409.0,1,0,0,0,0,0,0,0,0,0,0
919340,3,2,0,0,1,0,20,71409.0,0,0,0,0,0,0,1,0,0,0,0
974330,3,2,1,0,1,0,50,49608.0,0,1,0,0,0,0,0,0,0,0,0
895544,3,2,1,0,1,0,61,82234.0,0,0,0,0,0,0,1,0,0,0,0
272893,3,2,1,0,0,0,17,65488.0,0,0,0,0,0,0,1,0,0,0,0
999120,3,2,1,0,0,0,19,88897.0,0,0,0,0,0,0,0,0,1,0,0
521431,2,2,0,1,0,0,62,74161.0,0,0,0,1,0,0,0,0,0,0,0
522261,3,2,1,0,1,0,8,53571.0,0,1,0,0,0,0,0,0,0,0,0
331325,1,2,0,0,1,0,26,60091.0,0,0,0,0,0,0,1,0,0,0,0
682528,3,2,1,0,0,0,60,92826.0,0,0,0,0,0,0,0,0,1,0,0
937862,3,2,1,0,0,0,16,92826.0,0,0,1,0,0,0,0,0,0,0,0
488071,3,2,0,0,0,0,58,77914.0,0,0,0,0,0,0,0,0,1,0,0
757387,3,2,0,0,1,0,29,77914.0,0,0,0,0,0,0,0,0,0,1,0
786391,3,2,0,0,1,0,58,77914.0,0,0,0,0,0,0,1,0,0,0,0
841204,3,2,0,0,1,0,52,77914.0,0,0,0,0,0,0,0,0,1,0,0
844348,3,2,0,0,0,0,16,77914.0,0,0,0,0,0,1,0,0,0,0,0
261964,2,2,0,1,0,0,45,74161.0,0,0,0,0,0,0,0,0,1,0,0
790341,5,2,0,0,0,0,11,274634.0,0,0,0,0,0,0,0,0,1,0,0
910576,3,2,0,1,1,0,65,75883.0,0,0,0,0,0,0,1,0,0,0,0
246800,3,2,1,0,1,0,19,75990.0,0,0,0,0,0,0,0,0,1,0,0
375722,3,2,1,0,1,0,32,75990.0,0,1,0,0,0,0,0,0,0,0,0
976695,3,2,1,0,1,0,15,75990.0,0,0,0,1,0,0,0,0,0,0,0
991230,3,2,1,0,1,0,64,75990.0,0,0,0,0,0,0,0,0,1,0,0
459948,3,2,1,0,0,0,5,82211.0,0,0,0,0,0,1,0,0,0,0,0
664054,5,2,0,1,0,0,11,123647.0,0,0,0,0,0,0,1,0,0,0,0
248487,3,2,1,0,0,0,55,80853.0,0,1,0,0,0,0,0,0,0,0,0
507486,3,2,1,0,1,0,66,80853.0,0,0,0,0,0,0,1,0,0,0,0
662166,3,2,0,1,0,0,39,56567.0,0,0,0,0,0,0,0,0,1,0,0
299573,3,2,1,0,0,0,25,84834.0,0,0,0,0,0,0,1,0,0,0,0
131673,3,2,1,0,0,0,11,65885.0,0,1,0,0,0,0,0,0,0,0,0
530436,3,2,1,0,0,0,25,46663.0,0,0,1,0,0,0,0,0,0,0,0
653340,3,2,1,0,1,0,44,46663.0,0,0,0,0,0,0,0,0,1,0,0
852597,3,2,1,0,0,0,36,70530.0,0,0,0,0,0,0,0,0,1,0,0
724033,2,2,0,0,0,0,9,74161.0,0,0,0,0,0,0,0,0,1,0,0
130548,3,2,0,0,1,0,45,50800.0,0,1,0,0,0,0,0,0,0,0,0
198813,3,2,0,0,0,0,61,50800.0,0,1,0,0,0,0,0,0,0,0,0
270011,3,2,0,0,0,0,66,50800.0,0,1,0,0,0,0,0,0,0,0,0
344990,3,2,0,0,0,0,17,50800.0,0,1,0,0,0,0,0,0,0,0,0
369121,3,2,0,0,0,0,34,50800.0,0,0,0,0,0,0,1,0,0,0,0
591758,3,2,0,0,0,0,52,50800.0,0,0,0,1,0,0,0,0,0,0,0
628320,3,2,0,0,1,0,64,50800.0,0,0,0,0,0,0,0,0,0,0,1
562655,3,2,0,1,1,0,42,52929.0,0,1,0,0,0,0,0,0,0,0,0
164973,2,2,0,1,1,0,6,74161.0,0,0,0,0,0,0,0,0,1,0,0
822653,3,2,1,0,0,0,63,51034.0,0,0,0,0,0,0,0,0,1,0,0
317060,2,2,1,0,1,0,53,74161.0,0,0,0,0,0,0,1,0,0,0,0
511302,3,2,1,0,1,0,39,93278.0,0,0,0,0,0,0,0,0,1,0,0
365635,3,2,1,0,0,0,64,82590.0,0,1,0,0,0,0,0,0,0,0,0
616739,3,2,1,0,1,0,24,82590.0,0,0,0,0,0,0,1,0,0,0,0
835760,3,2,0,1,0,0,65,83310.0,1,0,0,0,0,0,0,0,0,0,0
777990,2,2,0,1,0,0,59,74161.0,0,1,0,0,0,0,0,0,0,0,0
867833,2,2,0,1,1,0,53,74161.0,0,0,0,0,0,0,1,0,0,0,0
245419,2,2,0,1,0,0,49,74161.0,0,1,0,0,0,0,0,0,0,0,0
731819,2,2,0,1,1,0,7,74161.0,0,0,0,0,0,0,0,0,1,0,0
296626,3,2,0,1,1,0,30,61248.0,0,0,0,0,0,0,1,0,0,0,0
553954,3,2,0,1,0,0,51,61248.0,0,1,0,0,0,0,0,0,0,0,0
108381,3,2,1,0,0,0,36,47966.0,0,0,1,0,0,0,0,0,0,0,0
176284,2,2,1,0,1,0,14,74161.0,1,0,0,0,0,0,0,0,0,0,0
510505,2,2,1,0,1,0,59,74161.0,0,0,0,0,0,0,1,0,0,0,0
664666,2,2,0,1,1,0,56,74161.0,0,0,0,0,0,0,1,0,0,0,0
675243,3,2,0,1,1,0,21,53409.0,0,0,0,0,0,0,0,0,1,0,0
685208,3,2,0,1,1,0,44,61746.0,0,0,0,0,0,0,1,0,0,0,0
339941,3,2,1,0,0,0,36,94568.0,0,0,0,0,0,0,0,0,1,0,0
539370,3,2,1,0,0,0,7,94568.0,0,0,1,0,0,0,0,0,0,0,0
547213,3,2,1,0,1,0,58,47453.0,0,1,0,0,0,0,0,0,0,0,0
722538,3,2,1,0,0,0,12,47453.0,0,0,0,0,0,0,1,0,0,0,0
535436,5,2,1,0,0,0,20,267656.0,0,0,0,0,0,0,0,0,1,0,0
885739,5,2,1,0,0,0,31,267656.0,0,0,0,1,0,0,0,0,0,0,0
297379,3,2,1,0,1,0,29,51141.0,0,0,0,0,0,0,1,0,0,0,0
921899,3,2,1,0,0,0,50,51141.0,0,1,0,0,0,0,0,0,0,0,0
122685,3,2,1,0,0,0,13,78434.0,0,0,0,0,0,0,1,0,0,0,0
401760,3,2,1,0,0,0,19,86160.0,0,1,0,0,0,0,0,0,0,0,0
247514,3,2,0,1,0,0,52,82509.0,0,0,0,0,0,0,1,0,0,0,0
992028,3,2,0,1,1,0,62,82509.0,0,1,0,0,0,0,0,0,0,0,0
710005,5,2,1,0,1,0,16,81863.0,0,0,0,0,0,0,0,0,1,0,0
838283,3,2,1,0,1,0,51,65526.0,0,1,0,0,0,0,0,0,0,0,0
368073,5,2,1,0,0,0,8,166533.0,0,0,0,0,0,0,0,0,1,0,0
573964,2,2,0,1,0,0,16,74161.0,0,0,0,0,0,0,1,0,0,0,0
369739,3,2,1,0,0,0,24,69249.0,0,1,0,0,0,0,0,0,0,0,0
667262,2,2,0,1,0,0,33,74161.0,0,1,0,0,0,0,0,0,0,0,0
286927,3,2,0,0,1,0,44,61758.0,0,0,0,0,0,0,0,0,1,0,0
552278,3,2,0,1,1,0,20,59082.0,0,1,0,0,0,0,0,0,0,0,0
632130,3,2,0,1,1,0,63,59082.0,0,0,0,0,0,0,1,0,0,0,0
789624,3,2,0,1,1,0,57,86620.0,0,0,0,0,0,0,1,0,0,0,0
706497,3,2,1,0,1,0,44,100980.0,0,0,0,0,0,0,0,0,1,0,0
963487,3,2,1,0,0,0,13,100980.0,0,0,0,0,1,0,0,0,0,0,0
657748,3,2,0,1,0,0,19,53244.0,0,0,0,0,0,0,0,0,1,0,0
186295,3,2,1,0,0,0,41,72416.0,0,0,0,0,1,0,0,0,0,0,0
112733,3,2,1,0,0,0,58,78298.0,0,1,0,0,0,0,0,0,0,0,0
781647,3,2,1,0,1,0,58,78298.0,0,0,0,0,0,0,0,0,1,0,0
103860,3,2,1,0,1,0,42,75348.0,0,0,0,0,0,0,1,0,0,0,0
538341,3,2,1,0,0,0,40,88478.0,0,0,0,0,0,0,0,0,1,0,0
991529,3,2,1,0,0,0,61,103308.0,0,0,0,1,0,0,0,0,0,0,0
974189,1,2,0,1,1,0,59,53586.0,0,0,0,1,0,0,0,0,0,0,0
874984,2,2,0,1,0,0,28,74161.0,0,1,0,0,0,0,0,0,0,0,0
170079,2,2,0,1,1,0,58,74161.0,0,0,1,0,0,0,0,0,0,0,0
405030,2,2,0,1,0,0,65,74161.0,0,0,0,0,0,0,0,0,1,0,0
989528,2,2,0,0,0,0,6,74161.0,0,0,0,0,0,0,0,0,1,0,0
495148,3,2,0,1,0,0,26,95341.0,0,1,0,0,0,0,0,0,0,0,0
286551,3,2,0,0,1,0,58,74428.0,0,0,0,0,0,0,1,0,0,0,0
123908,2,2,0,1,1,0,60,74161.0,0,0,0,0,0,0,0,0,1,0,0
289472,3,2,0,0,0,0,7,81116.0,0,0,0,0,0,0,0,0,0,1,0
803956,2,2,1,0,1,0,18,74161.0,0,0,1,0,0,0,0,0,0,0,0
608850,3,2,1,0,1,0,32,85521.0,0,1,0,0,0,0,0,0,0,0,0
788091,3,2,1,0,1,0,49,85521.0,0,0,0,0,0,0,1,0,0,0,0
484894,3,2,1,0,0,0,66,92957.0,0,0,0,0,0,0,1,0,0,0,0
252476,2,2,1,0,1,0,11,74161.0,0,1,0,0,0,0,0,0,0,0,0
512071,2,2,0,1,0,0,48,74161.0,0,0,0,0,0,0,0,0,1,0,0
789004,3,2,0,0,1,0,32,62620.0,0,0,0,0,0,0,1,0,0,0,0
948325,3,2,0,0,1,0,7,62620.0,0,1,0,0,0,0,0,0,0,0,0
210416,2,2,0,1,1,0,53,74161.0,0,1,0,0,0,0,0,0,0,0,0
349153,2,2,0,1,0,0,52,74161.0,0,0,0,0,0,0,1,0,0,0,0
328213,3,2,0,0,1,0,50,60050.0,0,0,0,0,0,0,1,0,0,0,0
554104,3,2,0,0,0,0,29,60050.0,0,1,0,0,0,0,0,0,0,0,0
260622,3,2,1,0,0,0,60,94122.0,0,0,0,0,0,0,0,0,1,0,0
692671,3,2,1,0,0,0,59,75564.0,0,1,0,0,0,0,0,0,0,0,0
725807,3,2,1,0,1,0,14,75564.0,0,0,0,0,0,0,0,0,1,0,0
308991,1,2,1,0,1,0,27,56303.0,0,0,0,0,0,0,0,0,1,0,0
330365,1,2,1,0,1,0,40,56303.0,0,1,0,0,0,0,0,0,0,0,0
873488,3,2,0,0,1,0,63,63025.0,0,1,0,0,0,0,0,0,0,0,0
278898,3,2,1,0,0,0,8,61376.0,0,1,0,0,0,0,0,0,0,0,0
597209,4,2,1,0,1,0,48,75327.0,0,0,0,1,0,0,0,0,0,0,0
941064,5,2,1,0,0,0,55,299662.0,0,0,0,1,0,0,0,0,0,0,0
347466,3,2,0,1,1,0,46,74963.0,0,0,0,0,0,0,1,0,0,0,0
448654,3,2,0,1,1,0,11,74963.0,0,0,0,0,0,0,0,0,0,0,1
423432,3,2,1,0,0,0,18,71669.0,0,0,0,1,0,0,0,0,0,0,0
810338,3,2,1,0,0,0,64,78993.0,1,0,0,0,0,0,0,0,0,0,0
349001,3,2,0,0,0,0,31,54457.0,1,0,0,0,0,0,0,0,0,0,0
748649,3,2,0,0,0,0,20,54457.0,0,1,0,0,0,0,0,0,0,0,0
963814,3,2,0,0,1,0,48,54457.0,0,1,0,0,0,0,0,0,0,0,0
999498,3,2,0,0,1,0,9,54457.0,0,0,0,0,0,0,0,0,1,0,0
870857,3,2,0,1,0,0,63,54231.0,0,0,0,0,0,0,0,0,1,0,0
640588,3,2,1,0,0,0,5,72819.0,0,0,0,0,0,0,1,0,0,0,0
310853,3,2,1,0,0,0,64,103822.0,0,0,0,0,0,0,1,0,0,0,0
579710,3,2,1,0,0,0,5,103822.0,0,1,0,0,0,0,0,0,0,0,0
426533,1,2,1,0,1,0,6,52132.0,0,0,0,0,0,0,1,0,0,0,0
309277,2,2,1,0,0,0,34,74161.0,0,0,0,0,0,0,0,0,1,0,0
850092,2,2,1,0,0,0,6,74161.0,0,1,0,0,0,0,0,0,0,0,0
218277,1,2,0,0,1,0,18,71344.0,0,0,0,0,0,0,0,0,1,0,0
232703,1,2,0,0,0,0,61,71344.0,0,1,0,0,0,0,0,0,0,0,0
987425,3,2,1,0,1,0,35,60626.0,0,0,0,0,0,0,1,0,0,0,0
553453,2,2,0,0,0,0,37,74161.0,0,1,0,0,0,0,0,0,0,0,0
738467,2,2,0,0,1,0,48,74161.0,0,0,0,0,0,0,1,0,0,0,0
862096,3,2,1,0,0,0,18,65281.0,0,0,0,0,0,0,1,0,0,0,0
420738,3,2,1,0,0,0,47,80036.0,0,1,0,0,0,0,0,0,0,0,0
106978,3,2,0,0,0,0,59,81959.0,0,0,0,0,0,0,0,0,1,0,0
985183,2,2,1,0,1,0,35,74161.0,0,1,0,0,0,0,0,0,0,0,0
224740,3,2,1,0,1,0,62,103005.0,0,0,0,0,0,0,0,0,1,0,0
440885,3,2,1,0,1,0,19,103005.0,0,1,0,0,0,0,0,0,0,0,0
590246,2,2,1,0,1,0,46,74161.0,0,1,0,0,0,0,0,0,0,0,0
519984,2,2,1,0,0,0,14,74161.0,0,0,0,0,0,0,1,0,0,0,0
413815,3,2,0,1,0,0,61,67575.0,0,0,0,0,0,0,1,0,0,0,0
499658,2,2,0,1,0,0,15,74161.0,0,1,0,0,0,0,0,0,0,0,0
213723,3,2,1,0,0,0,18,55845.0,0,0,0,0,0,0,1,0,0,0,0
232203,3,2,1,0,0,0,18,101339.0,0,0,0,0,0,0,0,0,0,1,0
986143,2,2,0,1,0,0,65,74161.0,0,1,0,0,0,0,0,0,0,0,0
494899,2,2,0,1,0,0,52,74161.0,0,0,0,0,0,0,1,0,0,0,0
628669,2,2,0,1,0,0,67,74161.0,0,0,0,0,0,1,0,0,0,0,0
979639,3,2,1,0,1,0,6,79589.0,0,1,0,0,0,0,0,0,0,0,0
220616,3,2,1,0,0,0,18,63359.0,0,0,0,0,0,0,1,0,0,0,0
840038,3,2,1,0,1,0,50,63359.0,0,1,0,0,0,0,0,0,0,0,0
986288,3,2,0,0,0,0,32,57011.0,0,0,0,0,0,0,0,0,1,0,0
638162,3,2,0,0,0,0,62,98485.0,0,0,0,0,0,0,1,0,0,0,0
208649,2,2,0,1,0,0,49,74161.0,0,0,0,0,0,0,1,0,0,0,0
623861,2,2,0,1,0,0,23,74161.0,0,1,0,0,0,0,0,0,0,0,0
216269,5,2,0,1,0,0,59,50363.0,0,1,0,0,0,0,0,0,0,0,0
817158,3,2,0,1,0,0,38,62429.0,0,1,0,0,0,0,0,0,0,0,0
937645,3,2,0,1,1,0,18,62429.0,0,0,0,0,0,0,1,0,0,0,0
181082,3,2,0,0,0,0,67,74702.0,0,1,0,0,0,0,0,0,0,0,0
721225,3,2,0,0,0,0,25,74702.0,0,0,0,0,0,0,0,0,1,0,0
723978,3,2,0,0,1,0,35,59181.0,0,0,0,0,0,0,0,0,1,0,0
742493,3,2,0,0,1,0,48,59181.0,0,0,0,1,0,0,0,0,0,0,0
298232,5,2,1,0,0,0,9,131880.0,0,0,0,0,0,0,1,0,0,0,0
348065,5,2,1,0,1,0,44,131880.0,0,1,0,0,0,0,0,0,0,0,0
967017,3,2,1,0,0,0,53,97324.0,1,0,0,0,0,0,0,0,0,0,0
456887,1,2,1,0,1,0,16,62283.0,0,1,0,0,0,0,0,0,0,0,0
527773,1,2,1,0,0,0,24,62283.0,0,0,0,0,0,0,0,0,0,1,0
605127,1,2,1,0,0,0,27,62283.0,0,0,0,0,0,0,0,0,1,0,0
728837,1,2,1,0,0,0,34,62283.0,0,0,0,1,0,0,0,0,0,0,0
877251,1,2,1,0,1,0,48,62283.0,0,1,0,0,0,0,0,0,0,0,0
820542,3,2,1,0,0,0,6,49197.0,0,0,0,0,0,0,1,0,0,0,0
434136,3,2,0,1,1,0,27,69811.0,0,0,0,0,0,0,1,0,0,0,0
781970,1,2,1,0,0,0,10,49868.0,0,0,0,0,0,0,1,0,0,0,0
737474,3,2,0,1,1,0,49,69822.0,0,0,0,0,0,0,1,0,0,0,0
540966,3,2,0,1,1,0,33,55109.0,0,0,0,0,0,0,1,0,0,0,0
470334,5,2,0,1,0,0,38,251507.0,0,0,0,0,0,0,0,0,1,0,0
247103,3,2,1,0,1,0,65,75443.0,0,0,0,0,0,0,0,0,1,0,0
420434,3,2,1,0,0,0,29,75443.0,0,1,0,0,0,0,0,0,0,0,0
617960,3,2,1,0,0,0,36,54794.0,0,0,0,0,0,0,1,0,0,0,0
911372,3,2,1,0,0,0,52,54794.0,0,0,0,0,0,1,0,0,0,0,0
375890,3,2,1,0,1,0,26,51579.0,0,1,0,0,0,0,0,0,0,0,0
