Loyalty Number,months_since_last_any_activity,tenure_months,flight_trend_ratio,months_since_last_redemption,flights_last_6m,points_trend_ratio,distance_per_flight,CLV,months_since_last_flight,distance_last_12m
361237,0.10964229,0.43860498,-0.58224654,-0.42780903,-0.019110642,-0.3038454,-0.49272016,-0.17702235,-0.03344875,-0.16144559
528693,-1.9209552,-1.6636609,-0.36786026,0.073722914,0.19649245,-0.3645997,-0.6621201,-0.0014420887,-0.31619176,-0.16027302
745600,-1.0677058,0.40553048,0.03687272,0.06670267,-0.14630255,0.50107545,-0.35163423,0.15233012,-0.18424162,0.5871625
156959,-0.6647785,-0.06815645,-0.098113514,-0.31371254,-0.12927336,-0.28054523,-0.19903944,-0.19441727,-0.3417414,-0.1911541
690971,2.8779058,-0.30858624,0.25853568,0.22273682,0.8827716,0.040175796,-0.17865948,-0.24755509,0.08736379,-0.7464065
981508,4.3528743,-0.23408908,-0.1730582,0.5187012,0.95587057,0.03835587,0.4389116,-0.19736724,1.6483878,-0.4062783
771056,-0.792639,0.28886306,-1.072325,-0.44741768,-0.011602733,-0.65180194,-0.48053038,-0.09566702,-0.35294756,-0.18491232
741313,-1.3110288,0.37936476,-0.23246083,0.04217937,-0.48697132,-0.2708453,-0.55355394,-0.1350767,-0.20827192,-0.18273446
717232,-0.91978264,-0.46426532,-0.22128756,-0.39749852,-0.9441076,-0.40818995,-0.1168416,-0.35367787,-0.12098566,0.54037684
234973,-1.3095208,0.12250146,-0.24034822,0.050265424,-0.16965118,-0.146747,-0.100418866,-0.04896054,-0.26890633,-0.3125421
917423,-1.2293601,0.22929107,-0.26507947,0.010704734,-0.3317393,-0.23180327,-0.39720446,-0.07115952,-0.19108227,-0.17337863
672893,-2.0256984,-2.1898336,-0.40415964,0.112349406,0.10306555,0.11419423,0.012369679,0.04215583,-0.27259326,-0.092560105
226191,-0.48936093,0.56208235,-0.031252213,-0.5155448,-0.3690759,-0.7368983,-0.13050608,-0.089836165,-0.19512491,-0.21624072
478792,3.3210797,-0.6095031,0.49296483,0.31646112,1.0414518,0.24884677,-0.4834955,-0.12395136,0.21719515,-0.40395623
675385,-1.4408952,0.23482518,-0.633702,0.054508753,-0.22896536,-0.31910494,0.02525042,-9.520375e-05,-0.17990926,-0.24555686
833436,-1.5132059,-0.20040254,-0.04720233,0.08356213,-0.33789673,-0.14330404,-0.42217845,-0.1457527,-0.2143939,-0.08959551
173666,-0.83624995,0.3698929,-0.8230978,-1.1891443,-0.14856261,-0.060450777,0.1405655,-0.077158324,-0.16479671,-0.17537028
693659,-0.7493097,0.40018082,0.5633298,-1.039958,-0.30642977,-0.5603519,-0.251442,-0.12306074,-0.2912567,-0.10367629
668624,-0.6887428,0.87088597,-0.1307549,-0.61690146,0.20075017,-0.11597255,-0.007336759,-0.18372425,-0.29442585,-0.50265193
471170,-1.2923528,0.043459285,-1.0705649,0.042909503,0.07906757,-0.4526382,-0.42675057,-0.08894067,-0.20913535,-0.6360258
531514,-1.3821162,-0.40442678,0.020938909,0.09365382,0.35127577,0.012893073,-0.19042213,-0.041896462,-0.26905182,-0.36903486
667692,3.7986495,0.37076607,0.20337425,0.59784573,0.18710826,0.21924624,-0.42721483,-0.22409576,1.054411,-0.26844203
490824,-1.5165627,-0.04935186,-0.41622105,0.05577883,-0.4594125,-0.2747437,-0.10624171,-0.13124381,-0.25036633,-0.2850717
238607,-0.7891974,0.09121695,-0.18042511,-0.37955752,-0.21268138,-0.52340907,-0.5536813,0.0031840191,-0.21663915,-0.009493245
448896,-0.37172994,0.5625946,-0.3884207,-0.3587262,-0.27641323,-0.2570843,0.82050234,-0.053089794,-0.1708462,-0.16351071
657865,-0.5428651,0.98307586,-0.918713,-0.44518065,-0.36319822,0.022297114,0.3746811,-0.05510723,-0.15085624,0.11080171
100428,0.20268542,-1.8223686,-0.43780667,-0.6941515,0.21856984,-0.16239563,-0.82740647,-0.15080868,-0.023748169,-0.23149563
598369,1.1694235,-0.3465026,0.1908359,-1.613353,-0.7995722,-0.0029577091,-0.269714,-0.38206843,-0.24840227,-0.26826885
776795,-0.57104343,0.62650114,-0.52142864,-0.87112176,-0.4980922,0.035978425,-0.11976507,-0.07805502,-0.18129566,-0.22162804
146215,-1.4688327,0.07473244,-0.3328889,-0.004165058,-0.16996181,0.06545,0.03211039,-0.09731536,-0.2349783,-0.27777886
747704,1.3814583,-0.17953974,0.15091127,-1.8794756,0.015295954,0.06519345,-0.23812993,-0.37870672,-0.17860028,-0.21627633
951941,-1.3427281,0.29393128,0.018737022,0.058899764,-0.23514253,-0.37449458,-0.2864122,-0.20946829,-0.1761627,-0.16456819
107649,-0.93462116,-2.6329017,-1.0354426,-0.55606437,0.059683863,-0.24423844,-0.37211803,-0.1598343,-0.15520428,-0.4939053
758113,-1.4681308,0.29079098,-0.96318686,0.077917784,-0.14427158,-0.31701684,-0.24040349,-0.12627336,-0.11608007,-0.24672611
229094,-1.3195673,0.3862462,-0.29613426,0.0897412,-0.003912253,0.027692465,-0.35700172,-0.08162265,-0.24599688,-0.15430798
508824,-0.26475772,-2.0872881,-0.37412295,-0.5296248,-0.06862872,-1.6018971,-0.32869592,-0.101458706,-0.10062186,-0.39737412
456839,-0.49545184,-0.109155275,-0.29944196,-0.53685075,0.047287706,-0.30746317,-0.2952584,-0.13607544,-0.16927232,-0.20022108
912064,-0.5534229,0.4215824,-0.41186658,-1.0295653,-0.33385837,-0.09690443,0.16697064,-0.12024227,-0.16913342,-0.06010236
485845,3.4316478,-0.48068756,0.39203888,0.32395282,1.0020001,0.22485745,-0.15755346,-0.15130183,0.23185109,-0.39240417
273179,-0.31358722,0.7783335,-0.31563553,-0.5177396,-0.22659133,-0.03884068,0.020219358,-0.26004687,-0.24197903,-0.0456019
135016,-0.6922347,-0.13389164,-0.24475893,-0.5885073,-0.22341217,-0.0627833,-0.10459553,0.019274583,-0.16090085,-0.20685993
582930,-1.5049261,0.14642759,-0.17710108,0.11063187,-0.06652464,0.11099678,-0.31251898,0.01289599,-0.14705408,-0.25272033
340782,2.832384,0.13304831,0.3697374,0.20428216,0.21040936,0.2352273,-0.24827166,-0.16331494,0.089827806,-0.39454302
556453,1.9196291,-0.36370015,0.2616034,-3.1392202,0.13609989,0.01870386,-0.5104685,-0.38292694,0.5549654,-0.4033467
583415,-0.054165855,0.25111791,-0.10891837,0.10805618,-0.41831887,0.1295275,0.30721843,0.029686257,0.0920284,-0.0501958
317664,4.2146378,-0.0077551054,0.28025025,0.6033854,0.396589,0.13072313,0.28848046,-0.12011307,1.2934067,-0.43274632
307785,-0.9137058,0.40615785,-0.29782328,-1.4089727,-0.4566218,-0.06425231,-0.612732,-0.067097634,-0.16526471,-0.39547983
532333,-0.7494709,-0.24811229,-0.2710286,-0.7548844,-0.22059438,-0.27624685,-0.09911212,-0.18426628,-0.16052873,-0.5698576
884089,-0.72522336,-0.36983523,-0.1981454,-0.36257473,0.17075957,-0.36982256,0.35513768,0.22391862,-0.14919612,-0.140557
892079,-0.2888848,-0.4908892,-0.95836204,-0.4373907,-0.06017832,-1.2483083,-0.16531949,-0.25600916,-0.118095964,-0.2392934
742356,5.0167084,-0.7158945,-0.1826512,0.42166385,0.89011556,0.14038758,0.33418217,-0.10489049,1.6184757,-0.27551785
971582,-1.2243212,0.037153784,-0.14444412,0.067402124,-0.41288233,-0.13152574,-0.56676966,-0.11426986,-0.14913939,-0.22311747
717026,-1.5429484,-0.13315834,-0.29327264,0.052855186,-0.28555474,-0.1211001,-0.04380699,-0.10764465,-0.23555143,0.08090356
568953,-1.1786702,0.31103477,-0.39054638,0.085494034,-0.17064942,-0.19212946,-0.47026667,-0.092246816,-0.18073596,-0.056686252
123393,-1.594335,-0.093810335,-1.0290481,0.004215641,-0.13612892,-0.64418566,-0.7071078,0.086888015,-0.17977002,-0.47136962
521217,-0.84442353,-0.07826076,-0.92386,-0.37653387,-0.14414752,-0.4192674,-0.057337023,-0.07627535,-0.20480974,-0.502883
311363,-1.4905092,0.06724232,-0.64147395,0.039426632,-0.18761975,-0.5545244,-0.7042843,-0.0065533803,-0.18716441,-0.013877821
696090,-0.96209615,-0.1136615,0.013886983,-0.43824437,-0.29623148,-0.67188495,-0.33836687,-0.13138519,-0.17852463,-0.42418277
465260,-1.5467677,-2.2852554,-0.18136106,0.054006066,-1.2228905,-0.34926715,-0.48465064,-0.23298262,-0.22662696,0.14726622
989154,0.092355154,0.40765738,-0.087483354,-0.4880134,-0.5799605,-0.73046523,-0.01963226,0.13693562,-0.045302667,-0.112380706
775176,0.1195479,0.01568033,-0.2054792,0.103290655,0.28612143,-0.1391162,-0.2894313,-0.074597746,0.12349224,-0.22467554
424403,3.1013498,0.17856196,0.36603788,0.2977353,0.34926233,0.28614384,-0.38644028,-0.08365785,0.20503783,-0.2565474
283929,-0.7336329,-0.047959305,-0.3161012,-0.49307534,-0.14520283,-0.29162896,-0.3221052,-0.14061384,-0.21019757,-0.2830797
996896,-1.230389,-0.09487223,-0.29664657,0.07748717,-0.41829282,-0.35085613,-0.1576471,-0.10616017,-0.21020503,-0.34407455
892219,-0.89906925,-0.4902683,-0.07078243,-0.2372316,-0.25874504,-0.5980859,-0.4308233,0.021186642,-0.208871,-0.08494692
929880,-0.52873594,0.6966281,-0.44250712,-0.47928974,-0.46600792,-0.32184857,0.06744361,-0.032674294,-0.14139855,-0.28823903
390434,-0.738219,-0.001963995,-0.4958359,-0.47907174,-0.15794028,-0.023934364,-0.20317566,-0.01587238,-0.0933615,-0.293575
644551,-1.207001,-2.7626972,-0.19322705,-0.60056365,-0.25091913,-0.5830375,-0.46160835,-0.19550622,-0.10558471,0.16473298
300008,0.09306843,-0.07787596,-0.34856486,-0.4507164,-0.4136056,-1.0866851,-0.22901674,-0.21891695,0.061201144,-0.20142226
354002,-0.5897923,0.61696655,-0.62728983,-1.0429434,0.04809036,-0.4141147,-0.21172117,-0.11657508,-0.17767404,0.025419336
515969,-1.0489664,-2.137552,-0.15357861,-0.39952615,-0.2979306,-0.68576056,-0.5138064,-0.02924509,-0.26762015,-0.16830443
595027,-1.4811419,0.38348097,-0.74654126,-0.019048624,-0.11907927,-0.44043013,0.17490193,-0.07117073,-0.21847454,-0.7395915
642102,-0.71639585,0.0018434566,-0.23654333,-0.4904636,-0.2121262,-0.24968319,-0.21244128,-0.10180342,-0.104297,-0.2253437
109023,1.2938106,-0.24681282,0.38197073,-1.939986,0.20044464,-0.0629438,-0.34403756,-0.2493195,-0.41915447,-0.34349197
369141,0.09531891,-1.6254116,-0.6509689,0.12160923,-0.3891351,-0.6744319,0.1309328,0.041831143,0.114664905,-0.24738447
690563,-0.311923,-1.7006557,-0.5277671,0.10520333,0.03266655,-0.8641844,-0.5954633,-0.053632583,-0.09417434,-0.23615019
229636,4.9509993,-0.64345986,-0.15741855,0.5076922,0.8894104,0.112497665,0.4464252,-0.10037871,1.6379387,-0.2967713
304726,-0.6432776,-0.4588341,-0.19641435,-0.1816441,-0.342936,-0.21111234,-0.25808042,-0.11921213,-0.1776801,-0.0788166
187041,-1.2005516,-0.23532368,-0.2826765,0.031694356,-0.36566943,-0.30349723,-0.018577382,-0.10415233,-0.1611779,-0.22717005
488268,-1.2595953,0.33791974,0.036309376,-0.043440334,-1.1580905,-0.3936378,-0.54672986,-0.27907312,-0.1498715,0.239752
452439,-1.0171156,0.58819634,-0.24874157,-0.12715147,-0.28222138,-0.02502287,-0.28304923,-0.024239223,-0.31125993,0.053980716
718409,-0.7746857,-1.656775,-0.2786359,-0.422224,-0.15993217,-0.17077833,-0.5884706,-0.007097317,-0.32932803,-0.2922515
395887,-0.6688931,0.014153384,-0.31676275,-0.47153553,0.009048649,-0.39854512,-0.31576177,-0.13219959,-0.18587665,-0.08903719
348448,-1.2012253,0.052047018,-0.46300155,0.0982514,-0.35134053,-0.122886986,-0.38358134,-0.024113467,-0.24703056,-0.12810646
878568,-0.77922165,-1.6066964,-0.3184285,-0.4649545,0.2935712,-0.2870675,0.16997126,-0.19865213,-0.18271656,-0.40889943
608116,-1.0122992,0.55728996,-0.2543128,-0.03350578,0.3442802,-0.71157944,0.100094214,-0.115089394,-0.24453878,-0.03897659
825569,-1.2302079,-0.24270087,0.20612572,0.099398226,-0.6163602,-0.978132,-0.0069523565,-0.14416903,-0.20134993,-0.292318
705496,-0.62331504,0.17265755,1.0259057,-0.51699644,-0.3298862,-0.33322242,-0.42442608,-0.14936025,-0.17346232,-0.002407785
793178,-1.586949,-1.5900732,-0.5099928,0.06549231,-0.37040436,-0.31009424,0.35299113,0.22418477,-0.20823777,-0.10003808
114493,-0.013657618,0.40693116,-0.12603737,-0.76402414,-0.20169081,0.0058341864,-0.24060647,-0.018120684,0.12331899,-0.33712357
873415,-1.589525,-2.0058606,-0.11045976,-0.10856648,-0.5087969,-0.52980036,-0.5800497,-0.0069380444,-0.31862262,-0.095721506
804259,-1.537697,-0.026231935,-0.25443614,0.07819459,-0.31996557,-0.11287068,0.29090378,-0.122841425,-0.251005,-0.14092122
906346,-1.6383897,0.36503723,-0.4076766,0.10514203,-0.2333393,-0.03643462,0.07866936,-0.07369435,-0.2511206,-0.2302829
212230,-1.2024677,0.24982151,-0.40609577,-0.025763802,-0.5039155,-0.15499447,-0.11022158,-0.057620563,-0.27636766,-0.21239464
391761,-0.68393433,1.1594479,-0.13209371,-1.1022851,0.24975641,-0.10465035,-0.057272185,-0.1757078,-0.21691047,0.25523794
760645,-0.7164379,0.34265396,-0.05598392,0.05631465,-0.6393993,-1.1391224,-0.28310645,-0.22583154,-0.14640377,-0.09536805
591476,4.5752926,-0.7127527,0.47971672,0.5731298,1.0209339,0.2845553,-0.07357575,-0.09785167,1.2815813,-0.34771842
593868,-0.55650055,0.4197844,1.0012393,-0.46012303,-0.5645745,-0.27063653,-0.23136945,-0.032230668,-0.17674726,-0.07299711
749441,-0.707315,0.052229412,-0.28317213,-0.2761646,-0.3187725,-0.11115162,-0.17508763,0.009114284,-0.18694322,-0.11494498
392582,-0.6481188,-0.18528254,-0.015968723,-0.53483087,-0.1770583,-0.086559184,0.17935798,-0.09486313,-0.14059934,-0.22017069
458773,4.909059,-0.87514096,-0.15892234,0.53695667,0.9322584,0.14455383,0.5277608,-0.11586212,1.6980554,-0.15845041
292049,-0.7005484,-0.29142097,-0.050871838,-0.48107964,-0.33127686,0.294438,-0.33699003,0.07618684,-0.111780114,-0.10410894
606811,4.9020395,-0.7613007,-0.1951613,0.5484109,0.8255414,0.17611296,0.45180392,-0.08828883,1.6491475,-0.20108259
353486,-0.9406324,-2.232725,-0.9085448,-0.4733918,-0.17906266,-0.45068604,-0.7086553,0.021747027,-0.2549583,-0.19623354
729677,-0.842802,-0.088600576,-0.39531282,-1.1295216,-0.0648523,-0.07240316,-0.77956396,0.04038383,-0.10840989,-0.05316433
450888,-1.5787257,0.5984573,-0.10237997,0.09242414,-0.057179708,-0.2224236,-0.27694264,-0.06532998,-0.109250575,-0.0023425296
238063,4.822274,-0.8036038,-0.15004963,0.5466591,0.8512561,0.21077481,0.6007626,-0.053183265,1.6312222,-0.18802847
853826,-0.73699254,0.40896285,-0.31363842,-1.2089667,-0.036493268,-0.7154775,-0.6733903,-0.106408775,-0.16681762,-0.39817744
864967,3.0463128,0.09332002,0.35167354,0.18536578,0.44007516,0.24208236,0.2595482,-0.10356347,0.19197215,-0.5554884
312863,-1.3264369,-0.07363077,-0.65240324,0.021225108,-0.3391758,0.05065438,-0.27467805,-0.19328143,-0.21781513,-0.18953061
582244,4.9197392,-0.784652,-0.15609525,0.5392163,0.8994567,0.15428531,0.49887156,-0.10891388,1.6696361,-0.2186446
412944,-0.7633375,0.1467584,-0.35711697,-0.3779827,-0.28267118,-0.11089722,-0.33382562,-0.080824375,-0.24164684,-0.16163749
846732,-1.3216729,0.30429333,-0.35700414,0.06101711,-0.31021082,-0.28526732,-0.65857255,-0.072777115,-0.19866209,-0.23469482
417564,-1.6178795,0.005265562,-0.1431164,0.016705338,-0.36927438,-0.116824806,-0.07132227,0.035882488,-0.23636387,-0.13968253
669373,-0.06923709,0.66182184,-0.5551428,-0.5613564,-0.43875235,-0.5112125,-0.35683677,-0.12526852,0.010348116,-0.40715545
836443,-0.751971,0.35790625,-0.2983164,-0.36192095,-0.47080156,-0.47013283,-0.61634606,-0.15434311,-0.21205549,-0.49446
485557,-0.51383144,0.23105474,-0.28161487,-0.33271912,0.24362473,-0.13770393,0.04953413,-0.10261359,-0.17513523,-0.20387974
504589,-0.7017464,0.27165717,-0.65658194,-0.35166425,-0.41966367,-0.15201938,0.41202003,-0.020242574,-0.17362925,-0.40438855
840326,-0.72086143,-2.5325253,-0.81206876,-0.49699867,-0.45259786,-0.42442656,-0.27424657,-0.06495166,-0.23478357,-0.22545847
756592,5.066281,-0.7802361,-0.17117578,0.41330266,0.908099,0.10041847,0.39017335,-0.1386401,1.6356294,-0.31563902
625621,-1.7687007,-0.26071048,-0.35987285,0.10021899,0.17493697,-0.15001462,-0.2003257,0.016615704,-0.30145988,-0.25338125
603079,-1.3324553,-1.7668772,0.0041290023,-0.37036785,-0.13749437,-0.62835044,0.06402973,0.062923595,-0.40089932,-0.265411
388448,-0.7908566,0.064571284,-0.8299517,-0.5457011,-0.5026452,-0.024158865,-0.1641962,-0.06456974,-0.15973985,-0.39181992
832663,-0.30171463,0.35837838,-0.32428846,-0.411742,-0.5533672,-0.50131845,0.10823277,-0.24604721,-0.14546548,-0.19382833
454440,-0.71236295,0.9300653,-0.17714353,-0.52867293,-0.18296592,-0.40188742,-0.20856488,-0.20692943,-0.16755565,-0.10011246
902515,-0.5280329,0.63589144,-0.30884352,-0.42608032,-0.1597997,0.006980464,-0.14041337,-0.1267202,-0.18528315,-0.31286988
876569,0.14477186,0.9304421,-0.17794406,-0.5353531,0.1492864,-0.7079907,-0.2167668,0.0024340823,-0.041860737,-0.11421976
839967,-0.34810293,-0.013278313,-0.24673845,-0.5315543,-0.06609991,-0.770711,-0.11739158,-0.0754128,-0.12677808,-0.16672783
570784,-0.9221263,-0.15301615,-0.055234417,-0.50536233,-0.18370323,-0.044456013,-0.1013719,-0.16202097,-0.14292675,-0.17202324
170027,-0.84056956,0.2510951,-0.32047212,-0.3453275,-0.13912943,0.12501074,0.09692064,-0.0050390866,-0.26731583,-0.40210116
464771,0.38192624,-0.75790477,-0.049171064,-0.4207868,-0.41651988,-0.11617943,-0.12121967,0.050973125,-0.06856814,0.073282875
292164,-1.6103164,-0.10896832,-0.27072024,0.03411044,0.13277552,-0.4621315,-0.06670539,-0.018537268,-0.24504717,-0.1880946
738432,-1.2624321,0.30197817,-0.36652398,0.050585736,-0.5491611,0.019434249,-0.20533241,-0.013090959,-0.25438482,-0.3026573
101902,-0.92226326,0.15133467,-0.1922185,-0.34396628,-1.0371789,0.035498336,-0.1458608,-0.2089037,-0.17276809,0.07370535
463606,-1.5011132,-1.8380553,0.54764855,0.11322822,-0.11784173,-0.8500367,-0.1629149,-0.033106532,-0.30566105,-0.31108364
352424,-1.1009138,-2.3514774,-0.9080092,-0.43763068,-0.3854807,-0.6021613,-0.49322343,-0.059847318,-0.19941022,-0.09042432
100816,-1.8889191,-0.033945076,-0.6526908,0.09425642,0.03150043,0.009993134,-0.3907993,0.041920066,-0.26581898,-0.11062839
183754,-0.5782311,0.9449728,-0.27545464,-0.42917264,-0.24760915,0.07632112,-0.32209766,-0.13820639,-0.29547513,-0.25549933
931537,-1.787856,-0.26619443,-0.42044896,0.08950589,0.29588318,-0.47555584,-0.15462697,-0.086132005,-0.22017242,-0.6424335
221287,-1.3142081,0.29220018,-0.4576969,0.09450708,0.17594925,-0.6503712,-0.31170687,-0.088716224,-0.16068292,-0.014305227
797845,-1.1660148,0.43579075,-0.10357108,-0.53542817,-0.3964499,-0.25195667,-0.30146798,0.010880618,-0.26400375,0.36258796
391106,-1.4194763,0.2925295,-0.27312607,0.07854946,0.7106876,-0.102846496,-0.014119291,0.00080827565,-0.36936888,-0.88247174
519766,-0.51602894,0.15864895,-0.20683366,-0.28934422,0.021461902,0.45602903,-0.19372407,-0.0075827166,-0.05386317,0.2979333
442956,-1.2383465,-0.11055983,-0.22366181,-0.0036146643,-0.23729625,-0.62273145,-0.24727437,-0.10436981,-0.17182058,-0.24750029
713132,-0.9096978,0.23341922,-0.2621053,-0.4296388,-0.22434214,-0.103376806,-0.11821463,-0.26770613,-0.13517854,0.42520297
241967,-0.9336557,0.3179707,-0.3131883,-0.3880623,-0.28283328,-0.12131664,-0.18657209,-0.1974006,-0.21392278,-0.38433105
253601,0.108885966,0.047338188,-0.14984465,0.14010873,-0.44761333,-0.57629,-0.034445822,-0.037747234,0.2252573,-0.21914841
941170,-0.95736986,0.4380751,-0.27385533,0.041777384,-0.46313417,-0.3367867,0.30131707,-0.030514428,-0.19375278,0.043445982
333680,-1.5026386,0.14994705,-0.3911173,0.06343907,-0.32085165,-0.42587644,-0.4502668,0.036436044,-0.20544055,-0.21355942
545917,-0.4923496,0.25000483,-0.5535055,-0.5220543,-0.066231266,-0.20256515,-0.012802264,-0.1359003,-0.14264505,-0.078941844
311684,0.30916905,0.25633022,-0.11915564,0.16581385,0.4314806,0.3127808,0.097845465,0.021592058,0.17487372,-0.11935135
357173,-0.69093245,0.22726135,-0.8257798,-0.51966715,-0.28770494,-0.10974158,-0.22144273,-0.23303097,-0.05115027,-0.24785303
418958,-1.594082,-0.17138979,-0.39418554,0.052814618,-0.11899106,-0.05394974,-0.11724308,-0.068951525,-0.24824259,-0.19628482
719213,-0.63439286,0.22741637,-0.3442234,-0.48655626,-0.1487465,-0.22759122,-0.20823278,-0.03891022,-0.18797022,-0.14489904
774275,4.1608315,-0.14480129,0.33770993,0.53696465,0.44774684,0.1979696,-0.2316145,-0.13442127,1.006702,-0.15593983
687951,4.3916903,0.33583924,-0.073309965,0.41705576,0.92470175,0.18345347,0.28524396,-0.23077756,1.5946808,-0.33184052
472879,-1.047359,0.31067902,-0.16281179,-0.35134935,-0.50416005,0.3167543,-0.28082624,-0.24101773,-0.20280372,-0.20138402
382243,-0.50692815,-0.1127536,-0.32242388,-0.41422582,-0.39261702,-0.32570875,-0.754259,-0.101096034,-0.022846058,-0.2960316
178335,4.5255075,-0.52216744,0.573338,0.63066137,0.91893363,0.28282312,-0.086115666,-0.037972663,1.4179267,-0.4377591
263766,-0.5281489,0.22595577,-0.15081811,-0.6709265,-0.28010684,-0.47411066,0.12351603,-0.060840327,-0.15289558,-0.2852568
702915,-0.51400995,0.12987106,0.026747156,-0.69374263,-0.42279443,-0.14493795,0.092140995,0.00051624776,-0.16044115,-0.12576722
142371,-1.4817499,0.20661059,-0.1719793,0.049097776,-0.08454147,-0.7738369,-0.5376338,-0.16466513,-0.18389395,-0.045852687
887464,-1.804433,0.1568417,-0.3417548,0.052633077,0.50516295,-0.87890196,-0.110944346,-0.046672903,-0.43087178,-1.0130945
892517,5.0120144,-0.80030173,-0.23202817,0.50734365,0.9517931,0.1411978,0.31451097,-0.11390306,1.694869,-0.26649773
428130,-1.5671531,0.16670156,-0.31674162,0.08488863,-0.116880625,-0.2657011,-0.48446196,0.0020975713,-0.23588507,-0.2980391
605343,-1.7997452,0.5163647,-0.35327595,0.10302216,0.41699737,0.14361493,-0.4264906,-0.12565021,-0.38153735,-0.9710624
204994,-0.73794967,-1.7050381,0.6429203,-0.70863384,0.16143987,0.16368711,-0.0874127,-0.09702911,-0.21018128,-0.45321187
260838,1.9541757,0.55750376,0.12977187,-2.8793163,0.18206514,0.14639887,-0.4217739,-0.22812286,0.70128155,-0.34398776
565811,-1.0510861,0.16326697,-0.012118089,-0.021894507,-0.48861262,-0.527463,-0.16441394,-0.06236506,-0.20287406,-0.3396874
241391,-1.0685675,-2.2133386,-1.3576616,-0.34869954,-0.24404548,-0.9910537,-0.38799277,-0.05930519,-0.15864952,-0.26699466
331706,-1.1650996,-0.1641086,-0.15549849,-0.04852143,-0.37549055,-0.927598,-0.46640307,-0.07158953,-0.18102875,-0.19751596
287979,-0.69773906,0.28986904,-0.1575358,-0.39981395,3.5517267e-05,0.121228844,-0.56283975,-0.13680924,-0.1629322,-0.3251174
566696,-0.749185,0.31776434,0.11843592,-0.36594886,-0.33039927,-0.15431187,-0.44267082,-0.06662716,-0.1385465,-0.029427968
894799,0.15059084,-0.06282597,0.2783489,-0.53445756,0.034495484,-0.31886157,0.06934669,-0.14197965,0.08945067,-0.41498262
401055,-0.62386763,-0.4987589,-0.9328999,0.09477665,0.19433354,-1.5553426,0.14596273,-0.01913116,-0.082078636,-0.51040816
498694,-0.8059621,-0.22668374,0.25298718,-0.36187708,-0.2833681,-0.31130457,-0.11788036,-0.013593933,-0.14112741,0.25133726
113558,0.099597,-0.37853736,-0.43413347,0.12113438,0.06160158,-0.06885339,-0.3347785,-0.089141615,0.04910424,-0.27866307
781187,-1.0844986,0.1308525,-0.8590097,-0.3041204,-0.3800016,0.13403706,-0.7970759,0.05421767,-0.257542,-0.122415885
452417,-0.92602277,0.23133442,-0.23217027,-0.37129608,-0.30814645,-0.16676576,-0.3561993,-0.1726727,-0.2340961,-0.303444
323311,-1.3966118,-0.20198877,0.069011286,-1.6228931,0.367887,-0.051601503,-0.10723639,-0.30826032,0.67013717,-0.3041665
519300,-0.1511651,0.12105702,-0.20991227,0.15168084,0.34180558,0.10196723,-0.21060741,-0.11085534,-0.059683196,-0.21199937
522618,-1.156845,-0.1800984,-0.1742944,-0.048120853,-0.40869942,-0.21376689,-0.5442683,-0.07349767,-0.28169492,-0.32816717
583227,-0.4982997,0.6522772,0.098527595,-0.27307934,-0.3895152,-0.2327109,-0.25109434,-0.100332215,-0.26217976,-0.30108097
790450,-1.2594866,0.51908654,0.14113015,0.03975473,-0.16508016,-0.35363322,-0.6264002,-0.0027997228,-0.14005597,-0.08395076
650420,-0.43603456,0.48771915,-0.57961756,-1.0843369,-0.290581,-0.14491895,-0.2030457,-0.26462165,-0.14274964,-0.06495881
708210,-1.2115636,-2.4620085,-0.33132657,-0.079053074,-0.3265156,0.33913937,-0.2558658,0.057655107,-0.24845627,-0.118104756
169129,-1.6664175,0.28170013,-0.44000384,0.103362136,0.30539656,-0.0049140733,0.049887184,0.0053820154,-0.2937686,-0.4127057
700918,-1.2850516,-0.06133238,-0.18393247,0.03725847,-0.19764394,-0.2270211,-0.15941079,-0.1960789,-0.1735283,-0.23748595
307256,-1.6363982,-2.1266603,-0.36593637,0.104257934,-0.35332593,-0.42770797,0.22355857,0.18183325,-0.22631246,-0.17809522
378857,-1.0685562,-0.26618958,-0.4549237,0.025282342,-0.45064184,-0.3277829,0.050401405,-0.18222027,-0.33420545,-0.004627127
448136,-0.7893552,0.30031767,-0.2486607,-0.5500461,-0.23034348,-0.44392806,-0.2178221,-0.32853448,-0.17985013,0.032640122
791978,-1.6127081,0.3661175,-0.42259955,0.13525012,-0.4143648,-0.021765243,-0.14913328,-0.0035927715,-0.26857993,-0.3697649
274817,-0.7251214,0.2860727,-0.80109465,-0.36520758,-0.54007155,-0.64386123,-0.24528888,-0.18918464,-0.1556385,-0.24106906
584463,-0.84359044,-0.1618952,-0.2847951,-0.5257902,-0.13054688,-0.2383228,-0.4414595,-0.05476249,-0.16724917,-0.033026576
159800,4.560511,-0.7710672,0.42632172,0.644189,1.0322796,0.2582093,-0.43656227,-0.000104746316,1.2905254,-0.26207832
160773,-1.571833,0.3456956,-0.458336,0.02600581,-0.28839058,-0.08030718,-0.4734727,-0.17154856,-0.26341426,0.10024574
496014,-1.7313656,-2.361515,-0.4736858,0.039144866,-0.46541163,-0.34526476,-0.29634187,-0.12131393,-0.29857817,-0.026054706
623222,-0.7118944,0.583233,0.0628237,-0.38898423,-0.09633821,1.257151,0.76572376,0.2161174,-0.1375438,-0.25525525
